RiskUID,FromDeliverableID,SnapshotID,RiskID,Category,Description,Severity,Status,SourcePath
DEL-007-04::R-0002,DEL-007-04,EST_DEL-007-04_2026-02-27_0700,,,"RISK-001 | Upstream deliverables DEL-007-02 and DEL-007-03 are pending; their completion may reveal scope that significantly changes the specification effort required. | MEDIUM | MEDIUM | Re-estimate DEL-007-04 once upstream deliverables are approved. The current estimate covers scaffold-stage specification production. | Specification.md TBD entries; Procedure.md Prerequisites P2, P3",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-04_2026-02-27_0700/Risk_Register.md
DEL-007-04::R-0003,DEL-007-04,EST_DEL-007-04_2026-02-27_0700,,,"RISK-002 | County review of DEL-007-01 (Preliminary Landscape Design) may direct changes that cascade into the specification, requiring rework beyond the 70-hour allocation. | MEDIUM | LOW-MEDIUM | Include County review contingency in project-level management reserve. Track County review cycle duration. | Procedure.md Step 7; Guidance.md > County Review Sequencing Rationale",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-04_2026-02-27_0700/Risk_Register.md
DEL-007-04::R-0004,DEL-007-04,EST_DEL-007-04_2026-02-27_0700,,,"RISK-003 | No landscape-specific fee percentage exists in Professional_Design_Fees.csv, preventing an independent cross-check of the LOE-based estimate. | LOW | LOW | Accept single-method pricing for this deliverable. Consider adding a landscape fee benchmark to the fee table for future runs. | Source_Index.md Source 4",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-04_2026-02-27_0700/Risk_Register.md
DEL-007-04::R-0005,DEL-007-04,EST_DEL-007-04_2026-02-27_0700,,,"RISK-004 | Geotechnical report (DEL-008-01) is a prerequisite for finalizing pad design and planting soil specifications. If geotech data reveals unusual conditions, specification revisions may exceed the current effort allocation. | LOW-MEDIUM | LOW | Monitor DEL-008-01 completion; re-estimate if atypical conditions are found. | Procedure.md Prerequisite P5; Guidance.md > Geotechnical Dependency Rationale",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-007-04_2026-02-27_0700/Risk_Register.md
DEL-008-02::R-0001,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,"RSK-001 | Boundary survey requires full ALS legal survey, increasing scope and cost beyond estimate | MEDIUM | HIGH — could add $3,000-$5,000+ if separate ALS engagement required | Confirm boundary scope with Owner early (survey plan stage per R-009) | ASM-003",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-02::R-0002,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,"RSK-002 | Two-person crew required for field work, doubling field labour hours | LOW-MEDIUM | MEDIUM — field hours double from ~42 to ~84 hr, adding ~$5,880 | Confirm crew requirements with surveyor during survey plan development | ASM-002",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-02::R-0003,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,"RSK-003 | Weather delays field work, requiring remobilization | MEDIUM | MEDIUM — each remobilization adds ~$1,680 (12 hr at $140/hr) | Schedule fieldwork for favorable weather window; allow schedule float | ASM-006",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-02::R-0004,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,"RSK-004 | County earthworks alter ground conditions, requiring partial resurvey | LOW-MEDIUM | MEDIUM — partial resurvey could add 16-24 hr ($2,240-$3,360) | Coordinate earthworks timing with County per Procedure Step 1 | ASM-007",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-02::R-0005,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,RSK-005 | Surveyor hourly rate higher than $140/hr estimate | LOW | LOW-MEDIUM — each $10/hr increase adds $900 to total (90 hr) | Obtain surveyor rate confirmation before budget commitment | ASM-009,HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-02::R-0006,DEL-008-02,EST_DEL-008-02_2026-02-26_2232,,,"RSK-006 | Survey accuracy or coverage requirements exceed assumptions when TBD attributes are resolved | LOW | MEDIUM — higher accuracy or broader coverage increases field and processing time | Resolve TBD attributes (datum, accuracy class, contour interval) before estimating final budget | N/A",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-02_2026-02-26_2232/Risk_Register.md
DEL-008-03::R-0001,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-001 | Foundation re-staking exceeds the dual-phase allowance in ITEM-004 | MEDIUM | MEDIUM | $1,000–$3,000 | ITEM-004 includes 16 hr covering rough + final staking. If foundation design changes significantly after geotech report, additional staking effort beyond 16 hr may be required. Monitor foundation design finalization timeline. | RFP §4.8.2; Procedure Step B3 hold point; Guidance Principle 5-6",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-03::R-0002,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-002 | Progress survey frequency exceeds the 8-visit assumption | MEDIUM | MEDIUM | $1,120–$4,480 per additional 2-8 visits | Construction schedule complexity or CM requirements may demand more frequent surveys. The 32 hr allowance (DL-016) is based on biweekly-to-monthly cadence; if weekly surveys are needed at critical phases, hours could double. | Specification REQ-008-03-07; DEC-003; ASM-004",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-03::R-0003,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-003 | Two-person survey crew required for field operations | MEDIUM | HIGH | $7,000–$14,000 | Professional_Staff_Rates.csv does not include a survey assistant/field technician role. If standard practice requires two-person crew (common for total station layout), the field hour cost effectively doubles. Confirm crew requirements with Surveyor during plan preparation. | ASM-002; standard survey practice",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-03::R-0004,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-004 | Separate mobilization charges per site visit | LOW | MEDIUM | $2,000–$6,000 | If the Surveyor charges per-visit mobilization (common for rural sites), total mobilization cost for 10-15+ site visits could be material. Confirm mobilization terms during Surveyor engagement. | ASM-003; site location ~30 km south of Camrose",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-03::R-0005,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-005 | Survey accuracy tolerances (TBD) drive additional verification effort | LOW | LOW | $500–$2,000 | If the licensed Surveyor establishes tight tolerances in the Construction Survey Plan (REQ-008-03-06a), verification activities (Phase C) may require more time per checkpoint. The parametric hours assume standard construction-grade tolerances. | Specification REQ-008-03-06; GAP-001",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-03::R-0006,DEL-008-03,EST_DEL-008-03_2026-02-27_0630,,,"RSK-006 | Control point disturbance during construction requires re-establishment | MEDIUM | LOW | $500–$1,500 | Active landfill site with heavy equipment. Despite placing monuments outside the disturbance zone (Step A4), working control points within the construction area may be disturbed. Re-establishment from permanent monuments is included in the general survey effort but may exceed the allowance if frequent. | Guidance Trade-off 1; Procedure Step A2",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-03_2026-02-27_0630/Risk_Register.md
DEL-008-04::R-0001,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,RSK-001 | Control points from DEL-008-03 disturbed or destroyed during construction | MEDIUM | MEDIUM -- additional 2-4 hr Surveyor effort ($280-$560) to re-establish control; potential quality impact if re-established from weaker references | Procedure Step 2.1 requires verification before proceeding; DL-002 includes 4 hr allowance for control verification/re-establishment; Guidance P-2 contingency addresses this scenario | Guidance P-2 contingency; _DEPENDENCIES.md,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-008-04::R-0002,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,"RSK-002 | Construction not substantially complete at scheduled survey date | LOW | HIGH -- survey must be rescheduled; potential schedule risk to December 31 deadline (REQ-007). Second mobilization cost: ~$2,380 for duplicate field effort | Procedure Prerequisite P-1 requires written confirmation from PM before field work; schedule the survey with adequate buffer before Dec 31 deadline | Procedure P-1; Guidance Principle P-1; Specification REQ-007",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-008-04::R-0003,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,"RSK-003 | Contractor as-built markups unavailable for underground infrastructure | MEDIUM | LOW -- underground elements documented only from above-grade access points; record value reduced for cistern, septic, and utility subsurface positions | Procedure Step 1.3 requires reviewing contractor markups before field work; if unavailable, scope is reduced to accessible above-grade features per Guidance trade-off | Guidance Considerations (underground infrastructure); Procedure Step 1.3",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-008-04::R-0004,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,RSK-004 | Material deviations from IFC design discovered during comparison | LOW | MEDIUM -- additional 2-4 hr for deviation documentation and reporting; potential impact on CCC issuance timeline | Procedure Step 3.4 defines deviation classification process; prompt reporting to PM required for material deviations per Guidance CCC consideration | Procedure Step 3.4; Guidance (CCC relationship); Specification REQ-003,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-008-04::R-0005,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,"RSK-005 | December 31, 2026 deadline constraint compresses survey schedule | MEDIUM | MEDIUM -- insufficient time for comprehensive survey and/or Owner review if construction completes late in December. Risk of incomplete as-built record. | Schedule the as-built survey immediately upon substantial completion confirmation; reduce Owner review time if schedule is tight (with Owner agreement) | Specification REQ-007; Guidance Principle P-5; Procedure Step 6",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-008-04::R-0006,DEL-008-04,EST_DEL-008-04_2026-02-27_0700,,,"RSK-006 | Deliverable format expectations mismatch | LOW | LOW -- rework of drawing preparation if Owner expects a different format than produced. Potential impact: 4-8 hr Surveyor rework ($560-$1,120) | Procedure Prerequisite P-5 requires Owner confirmation of format before commencing; resolve GAP-002 at project execution | Guidance GAP-002; Procedure P-5",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-008-04_2026-02-27_0700/Risk_Register.md
DEL-009-01::R-0001,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,,,"RSK-001 | LoE model under-represents actual effort for DEL-009-01 | MEDIUM | MEDIUM | Only 2 of 6 identified roles are in Level_of_Effort.csv. If the LoE is validated and the additional roles are confirmed, the labour estimate could increase or decrease. Recommend expanding LoE for PKG-009 deliverables. | W-001 in QA_Report; DEC-003",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Risk_Register.md
DEL-009-01::R-0002,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,,,"RSK-002 | Permit review delays requiring additional coordination effort | MEDIUM | MEDIUM | If Camrose County review takes longer than expected or issues deficiency notices (Procedure Step 5.1.1), additional PM and Permitting Specialist hours may be required beyond the estimate. The Guidance identifies escalation triggers but specific thresholds are TBD. | Guidance — Escalation Triggers for Schedule Delays; Procedure Step 5",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Risk_Register.md
DEL-009-01::R-0003,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,,,"RSK-003 | Permit conditions requiring design changes | LOW | HIGH | If the development permit is issued with conditions requiring material design changes (REQ-009-01-014), additional design effort and potential resubmission costs would be incurred beyond this estimate. These costs would cascade into downstream packages. | Specification REQ-009-01-014; Guidance — Permit Conditions as Downstream Constraints",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Risk_Register.md
DEL-009-01::R-0004,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,,,"RSK-004 | Pre-application consultation may not occur or may require multiple meetings | LOW | LOW | The estimate includes one pre-application consultation ($350 disbursement). If the proponent does not pursue pre-application consultation (with documented rationale per Guidance), L-007 would not apply. If multiple meetings are needed, disbursement costs increase. | Guidance — Pre-Application Consultation; Procedure Step 1.3",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Risk_Register.md
DEL-009-01::R-0005,DEL-009-01,EST_DEL-009-01_2026-02-27_0547,,,RSK-005 | Inspection coordination scope overlap with DEL-009-04 | LOW | LOW | The boundary between development-permit-related inspections (this estimate) and construction-phase code compliance inspections (DEL-009-04) is imprecise. Risk of double-counting or gaps in the overall inspection effort estimate across both deliverables. | W-004 in QA_Report; Procedure Step 7,LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-009-01_2026-02-27_0547/Risk_Register.md
DEL-010-01::R-0001,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,"RSK-001 | Geotechnical conditions worse than assumed normal ground — may require piled foundation, ground improvement, or deeper excavation | MEDIUM | HIGH — could increase foundation cost by 50-200% | Variable-price contract mechanism (RFP §4.8.2) provides for cost renegotiation post-geotech | RFP §4.8.2; Guidance.md C-1",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0002,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,RSK-002 | Foundation construction pushed into winter months (Nov-Mar) requiring cold-weather concrete protection | MEDIUM | MEDIUM — cold-weather premium could add 10-20% to concrete placement costs | Early geotechnical mobilization to maximize warm-season construction window; plan for cold-weather measures in schedule | Guidance.md C-7,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0003,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,"RSK-003 | Delayed geotechnical report (PKG-008) compresses design-to-construction timeline | MEDIUM | HIGH — cascading delay to PKG-011 and project completion deadline (Dec 31, 2026) | Monitor PKG-008 progress; flag schedule risk early | Guidance.md P-3; Specification.md REQ-010-01-009",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0004,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,RSK-004 | Service pit scope boundary unresolved — work may be duplicated or omitted between PKG-010 and PKG-011 | LOW | MEDIUM — could result in rework or scope gap | Resolve CF-010-01 before IFC drawing release | Guidance.md CF-010-01,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0005,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,RSK-005 | County-supplied aggregate not available when needed — delays to sub-base placement | LOW | MEDIUM — schedule delay to foundation construction | Confirm aggregate delivery schedule with County project manager early | Guidance.md C-4,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0006,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,RSK-006 | Site handoff condition from County forces differs from assumptions (incomplete cut/fill or clearing) | LOW | LOW-MEDIUM — additional site preparation cost | Document site condition at mobilization (Procedure Step 5) and raise discrepancies immediately | Guidance.md C-3,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-010-01::R-0007,DEL-010-01,EST_DEL-010-01_2026-02-27_0730,,,RSK-007 | Embedded items missed in formwork — costly remediation after concrete placement | LOW | HIGH — post-placement remediation is extremely difficult and expensive | Thorough embedded item review (Procedure Step 3); quality inspection before pour | Guidance.md C-2; Procedure.md Step 11,HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-010-01_2026-02-27_0730/Risk_Register.md
DEL-011-01::R-0001,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,"RSK-001 | Structural system selection (CIP vs. tilt-up vs. precast) materially changes cost | HIGH | HIGH ($630K line +/-20-30%) | L-007, L-018, L-019, L-028, L-030 | Await Structural Engineer of Record decision (DEL-002 series); rerun estimate after system selection",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0002,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-002 | Adverse geotechnical conditions increase concrete quantities | MEDIUM | MEDIUM (10-20% increase on concrete costs ~$130K-$260K) | All concrete items | Await DEL-008-01 geotech report; adjust slab thickness and grade beam sizing,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0003,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-003 | Cold-weather concreting extends schedule and increases cost | MEDIUM | MEDIUM ($15K allowance may be insufficient for extended winter pours) | L-021 | Plan pour schedule to minimize winter exposure; increase allowance if winter pours confirmed,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0004,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-004 | Roof system choice (concrete vs. steel) changes cost and schedule | MEDIUM | MEDIUM ($175K +/-30%) | L-009 | Confirm roof system with Structural Engineer; coordinate with C1 and C8 in Guidance,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0005,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-005 | Mezzanine design load exceeds parametric assumption | LOW | LOW-MEDIUM ($76K +/-20%) | L-005 | Confirm design live load from DEL-002-10,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0006,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-006 | Crane manufacturer tolerances require precision structural work beyond parametric rates | MEDIUM | MEDIUM ($70K crane runway line +/-25%) | L-008 | Obtain crane manufacturer specs early (DEL-016-01); incorporate into IFC before construction,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-01::R-0007,DEL-011-01,EST_DEL-011-01_2026-02-27_0845,,,RSK-007 | Concrete f'c specification higher than typical industrial range | LOW | LOW (unit rates +/-10%) | All concrete items | Confirm f'c from DEL-002-10,HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-01_2026-02-27_0845/Risk_Register.md
DEL-011-02::R-0001,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,Risk ID | Risk Description | Likelihood | Impact | Affected Lines | Mitigation,,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0002,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,"RSK-001 | Actual plate dimensions significantly larger/thicker than assumed, increasing material and labour costs | MEDIUM | HIGH | L-001, L-002, L-005, L-006 | Obtain DEL-002-08 IFC drawings before committing to budget; re-run estimate with actual dimensions",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0003,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,RSK-002 | Plate count exceeds assumed 6 bands (4 repair + 2 wash) | MEDIUM | MEDIUM | All material and labour lines | Confirm count from DEL-002-08; current estimate is based on Appendix B minimum interpretation,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0004,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,"RSK-003 | Embedment method changes from cast-in-place to surface-mounted | LOW | HIGH | Entire estimate | Confirm method with structural engineer per CON-011-02-01; if surface-mounted, re-scope and re-price",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0005,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,"RSK-004 | Load rating certification requires physical load testing | LOW | HIGH | L-013 | If physical testing required, certification cost could increase from $3,400 to $15,000-25,000. Confirm with structural engineer.",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0006,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,"RSK-005 | Wash bay steel plates reassigned to different deliverable scope | MEDIUM | MEDIUM | L-002, L-004, L-022 | Resolve CON-011-02-03; if wash bay scope moves, subtract ~$6,468 from DEL-011-02 estimate",MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0007,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,"RSK-006 | Steel plate material price escalation | LOW | LOW | L-001, L-002 | Obtain supplier quote to lock in pricing; current parametric rate is mid-range",LOW,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-02::R-0008,DEL-011-02,EST_DEL-011-02_2026-02-27_0848,,,RSK-007 | DEL-002-08 IFC drawing delay impacts slab pour schedule | MEDIUM | HIGH | Not priced — schedule risk | Escalation protocol per Guidance X-001; delay costs not included in this estimate,HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-02_2026-02-27_0848/Risk_Register.md
DEL-011-03::R-0001,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,"RSK-001 | Overhead door size/specification significantly differs from 24 ft class parametric assumption | MEDIUM | HIGH -- door cost ($76K) is 42.3% of total; +/-25% variance = +/-$19,000 | Obtain manufacturer quotation once IFC door schedule is available; confirm equipment clearance envelope with County",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
DEL-011-03::R-0002,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,"RSK-002 | Door procurement lead time exceeds available schedule window | MEDIUM | HIGH -- could delay project completion beyond Dec 31, 2026 deadline | Guidance notes 8-16 week lead time; initiate procurement early per Procedure Step 1.3; anchor to schedule milestone",HIGH,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
DEL-011-03::R-0003,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,RSK-003 | Oil/water separator required by Alberta environmental regulations | LOW-MEDIUM | MEDIUM -- could add $5K-15K for structural slab provisions and delay concrete pour | Confirm with Alberta Environment and Protected Areas early in design phase per Guidance CT-002,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
DEL-011-03::R-0004,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,RSK-004 | Fire separation requirements add scope | LOW-MEDIUM | MEDIUM -- fire-rated construction elements could add cost | Design team to assess per Guidance Lensing F-002; confirm during IFC development,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
DEL-011-03::R-0005,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,RSK-005 | Bay width dimension (nominal 24' vs. clear opening) results in door sizing change | LOW | LOW-MEDIUM -- minor cost impact on door frame structural scope | IFC drawings to clarify nominal vs. clear per Lensing B-002,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
DEL-011-03::R-0006,DEL-011-03,EST_DEL-011-03_2026-02-27_0854,,,RSK-006 | Crane runway beams conflict with overhead door height or operation | LOW | MEDIUM -- could require design changes to door height or crane rail elevation | Confirm crane coverage and clearances per Guidance Overhead Crane Interface; coordinate DEL-002-07 and DEL-016-01,MED,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-03_2026-02-27_0854/Risk_Register.md
