LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,CBS_L1,CBS_L2
DEL-006-07::DL-007,EST_DEL-006-07_2026-02-27_0700,NO,DL-007,ITEM-003,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Pressure drop and pump selection calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-008,EST_DEL-006-07_2026-02-27_0700,NO,DL-008,ITEM-004,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Drainage system sizing and slope calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-009,EST_DEL-006-07_2026-02-27_0700,NO,DL-009,ITEM-005,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Vent stack sizing calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-010,EST_DEL-006-07_2026-02-27_0700,NO,DL-010,ITEM-006,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Septic system sizing calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-011,EST_DEL-006-07_2026-02-27_0700,NO,DL-011,ITEM-007,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Code compliance matrices,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-012,EST_DEL-006-07_2026-02-27_0700,NO,DL-012,ITEM-008,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Design assumption documentation,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-013,EST_DEL-006-07_2026-02-27_0700,NO,DL-013,ITEM-009,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Equipment performance data sheets,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-014,EST_DEL-006-07_2026-02-27_0700,NO,DL-014,ITEM-010,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Calculation package assembly and P.Eng. review,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-015,EST_DEL-006-07_2026-02-27_0700,NO,DL-015,ITEM-011,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Emergency shower flow and pressure verification,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-016,EST_DEL-006-07_2026-02-27_0700,NO,DL-016,ITEM-012,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Cistern volume and fill frequency analysis,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-07::DL-017,EST_DEL-006-07_2026-02-27_0700,NO,DL-017,ITEM-013,Professional Services > Design & Engineering,PKG-006,DEL-006-07,Washroom plumbing fixture calculations,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-006-07 (included in DL-004 Plumbing Eng hours),MED,Effort included in DL-004 Plumbing Engineer hours; no separate cost,Professional Services,Design & Engineering
DEL-006-08::L-001,EST_DEL-006-08_2026-02-27_0730,NO,L-001,ITEM-001,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Project Manager — plumbing specification coordination,6,hr,165.00,990.00,CAD,PARAMETRIC,PS-1 (R-01 @ $165/hr) + PS-2 (DEL-006-08 R-01: 6h),MED,PM coordination across all phases,Professional Services,Design & Engineering
DEL-006-08::L-002,EST_DEL-006-08_2026-02-27_0730,NO,L-002,ITEM-002,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Cost Estimator — estimate prep and quantity takeoff,4,hr,135.00,540.00,CAD,PARAMETRIC,PS-1 (R-08 @ $135/hr) + PS-2 (DEL-006-08 R-08: 4h),MED,Estimate preparation support,Professional Services,Design & Engineering
DEL-006-08::L-003,EST_DEL-006-08_2026-02-27_0730,NO,L-003,ITEM-003,Professional Services > Design & Engineering,PKG-006,DEL-006-08,BIM Technician — model support for specification coordination,21,hr,95.00,1995.00,CAD,PARAMETRIC,PS-1 (R-13 @ $95/hr) + PS-2 (DEL-006-08 R-13: 21h),MED,BIM/CAD support for specification drawings coordination,Professional Services,Design & Engineering
DEL-006-08::L-004,EST_DEL-006-08_2026-02-27_0730,NO,L-004,ITEM-004,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Plumbing Engineer — specification authoring and design,49,hr,160.00,7840.00,CAD,PARAMETRIC,PS-1 (R-18 @ $160/hr) + PS-2 (DEL-006-08 R-18: 49h),MED,Lead engineer: scope confirmation; code research; spec drafting; QA; coordination; P.Eng. review; construction/commissioning support,Professional Services,Design & Engineering
DEL-006-08::L-005,EST_DEL-006-08_2026-02-27_0730,NO,L-005,ITEM-005,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Scope confirmation and code research (Phase 1),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-006,EST_DEL-006-08_2026-02-27_0730,NO,L-006,ITEM-006,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Preliminary plumbing design input (Phase 2),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-007,EST_DEL-006-08_2026-02-27_0730,NO,L-007,ITEM-007,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Plumbing calculations coordination (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-008,EST_DEL-006-08_2026-02-27_0730,NO,L-008,ITEM-008,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Conflict resolution and open items (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-009,EST_DEL-006-08_2026-02-27_0730,NO,L-009,ITEM-009,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Specification document production — MasterFormat (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-010,EST_DEL-006-08_2026-02-27_0730,NO,L-010,ITEM-010,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Internal QA review of specification (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-011,EST_DEL-006-08_2026-02-27_0730,NO,L-011,ITEM-011,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Interdisciplinary coordination review (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-012,EST_DEL-006-08_2026-02-27_0730,NO,L-012,ITEM-012,Professional Services > Design & Engineering,PKG-006,DEL-006-08,P.Eng. review and authorization (Phase 3),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-013,EST_DEL-006-08_2026-02-27_0730,NO,L-013,ITEM-013,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Construction support — submittal review and RFIs (Phase 4),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-014,EST_DEL-006-08_2026-02-27_0730,NO,L-014,ITEM-014,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Commissioning and testing support (Phase 5),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-015,EST_DEL-006-08_2026-02-27_0730,NO,L-015,ITEM-015,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Closeout documentation (Phase 5),1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-016,EST_DEL-006-08_2026-02-27_0730,NO,L-016,ITEM-016,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Water supply system specification sections,1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Content effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-017,EST_DEL-006-08_2026-02-27_0730,NO,L-017,ITEM-017,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Drainage system specification sections,1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Content effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-018,EST_DEL-006-08_2026-02-27_0730,NO,L-018,ITEM-018,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Septic and sanitary system specification sections,1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Content effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-019,EST_DEL-006-08_2026-02-27_0730,NO,L-019,ITEM-019,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Safety and specialty system specification sections,1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Content effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-006-08::L-020,EST_DEL-006-08_2026-02-27_0730,NO,L-020,ITEM-020,Professional Services > Design & Engineering,PKG-006,DEL-006-08,Standards and code compliance documentation,1,LS,0.00,0.00,CAD,PARAMETRIC,Included in L-004 (Plumbing Engineer hours),MED,Content effort included in ITEM-004 Plumbing Engineer LOE; no separate charge,Professional Services,Design & Engineering
DEL-007-01::DL-001,EST_DEL-007-01_2026-02-27_0546,NO,DL-001,ITEM-001,Professional Services > Design & Engineering,PKG-007,DEL-007-01,Landscape Architect — preliminary design development (concept; site context plan; design narrative; planting zones; civil interface coordination),70,hr,135.00,9450.00,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-007-01/R-19 + Professional_Staff_Rates.csv R-19,MED,70 hr from LOE; $135/hr from staff rates,Professional Services,Design & Engineering
DEL-007-01::DL-002,EST_DEL-007-01_2026-02-27_0546,NO,DL-002,ITEM-002,Professional Services > Project Management,PKG-007,DEL-007-01,Project Manager — coordination and oversight for DEL-007-01,6,hr,165.00,990.00,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-007-01/R-01 + Professional_Staff_Rates.csv R-01,MED,6 hr from LOE; $165/hr from staff rates,Professional Services,Project Management
DEL-007-01::DL-003,EST_DEL-007-01_2026-02-27_0546,NO,DL-003,ITEM-003,Professional Services > Project Management,PKG-007,DEL-007-01,Cost Estimator — estimate preparation and quantity takeoff support,4,hr,135.00,540.00,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-007-01/R-08 + Professional_Staff_Rates.csv R-08,MED,4 hr from LOE; $135/hr from staff rates,Professional Services,Project Management
DEL-007-02::L-001,EST_DEL-007-02_2026-02-27_0600,NO,L-001,ITEM-007-02-01,Professional Services > Project Management,PKG-007,DEL-007-02,Landscape Architect — site plan design development and IFC drawing production,70,hr,135.00,9450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (135 CAD/hr) + Level_of_Effort.csv DEL-007-02/R-19 (70 hr),MED,R-19 Landscape Architect rate x LOE hours from parametric model,Professional Services,Project Management
DEL-007-02::L-002,EST_DEL-007-02_2026-02-27_0600,NO,L-002,ITEM-007-02-02,Professional Services > Project Management,PKG-007,DEL-007-02,Project Manager — coordination and oversight for landscape site plans,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 (165 CAD/hr) + Level_of_Effort.csv DEL-007-02/R-01 (6 hr),MED,R-01 Project Manager rate x LOE hours from parametric model,Professional Services,Project Management
DEL-007-02::L-003,EST_DEL-007-02_2026-02-27_0600,NO,L-003,ITEM-007-02-03,Professional Services > Project Management,PKG-007,DEL-007-02,Cost Estimator — quantity takeoff and benchmarking support,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 (135 CAD/hr) + Level_of_Effort.csv DEL-007-02/R-08 (4 hr),MED,R-08 Cost Estimator rate x LOE hours from parametric model,Professional Services,Project Management
DEL-007-02::L-004,EST_DEL-007-02_2026-02-27_0600,NO,L-004,ITEM-007-02-04,Professional Services > Project Management,PKG-007,DEL-007-02,Cross-discipline coordination — Landscape/Civil overlay review and conflict resolution,1,LS,0.00,0.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-007-02 (embedded in R-19 LOE),MED,Coordination effort embedded in Landscape Architect LOE (ITEM-007-02-01); no incremental cost,Professional Services,Project Management
DEL-007-02::L-005,EST_DEL-007-02_2026-02-27_0600,NO,L-005,ITEM-007-02-05,Professional Services > Project Management,PKG-007,DEL-007-02,Geotechnical findings review and drawing revision,1,LS,0.00,0.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-007-02 (embedded in R-19 LOE),MED,Geotech review effort embedded in Landscape Architect LOE (ITEM-007-02-01); no incremental cost,Professional Services,Project Management
DEL-007-02::L-006,EST_DEL-007-02_2026-02-27_0600,NO,L-006,ITEM-007-02-06,Professional Services > Project Management,PKG-007,DEL-007-02,Internal quality review — drawing content and coordination check,1,LS,0.00,0.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-007-02 (embedded in R-19 LOE),MED,QA review effort embedded in Landscape Architect LOE (ITEM-007-02-01); no incremental cost,Professional Services,Project Management
DEL-007-02::L-007,EST_DEL-007-02_2026-02-27_0600,NO,L-007,ITEM-007-02-07,Professional Services > Project Management,PKG-007,DEL-007-02,P.Eng. review and IFC stamp,1,LS,0.00,0.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-007-02 (stamp coordination embedded in PM LOE),MED,P.Eng. stamp fee assumed covered under project-wide professional services; coordination effort in PM LOE (ITEM-007-02-02),Professional Services,Project Management
DEL-007-02::L-008,EST_DEL-007-02_2026-02-27_0600,NO,L-008,ITEM-007-02-08,Professional Services > Project Management,PKG-007,DEL-007-02,IFC drawing set production — final sheet preparation and issue,1,LS,0.00,0.00,CAD,PARAMETRIC,Level_of_Effort.csv DEL-007-02 (embedded in R-19 LOE),MED,IFC preparation effort embedded in Landscape Architect LOE (ITEM-007-02-01); no incremental cost,Professional Services,Project Management
DEL-007-03::L-001,EST_DEL-007-03_2026-02-27_0630,NO,L-001,ITEM-001,Professional Services > Project Management,PKG-007,DEL-007-03,Project Management — coordination and oversight for planting plan deliverable,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 (Project Manager $165/hr) + Level_of_Effort.csv DEL-007-03 R-01 (6 hr),MED,Design-build PM; includes client coordination,Professional Services,Project Management
DEL-007-03::L-002,EST_DEL-007-03_2026-02-27_0630,NO,L-002,ITEM-002,Professional Services > Project Management,PKG-007,DEL-007-03,Cost Estimating — estimate preparation and quantity takeoff support for planting plans,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 (Cost Estimator $135/hr) + Level_of_Effort.csv DEL-007-03 R-08 (4 hr),MED,Estimate prep and quantity takeoff,Professional Services,Project Management
DEL-007-03::L-003,EST_DEL-007-03_2026-02-27_0630,NO,L-003,ITEM-003,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — site assessment and ecological review,10,hr,135.00,1350.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 10 hr allocated to Step 1),MED,Procedure Step 1 scope; 70 hr total allocated across Steps 1-6,Professional Services,Design & Engineering
DEL-007-03::L-004,EST_DEL-007-03_2026-02-27_0630,NO,L-004,ITEM-004,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — plant palette development,12,hr,135.00,1620.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 12 hr allocated to Step 2),MED,Procedure Step 2 scope; species selection and zone organization,Professional Services,Design & Engineering
DEL-007-03::L-005,EST_DEL-007-03_2026-02-27_0630,NO,L-005,ITEM-005,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — restoration strategy and phasing plan,10,hr,135.00,1350.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 10 hr allocated to Step 3),MED,Procedure Step 3 scope; restoration zones and phasing,Professional Services,Design & Engineering
DEL-007-03::L-006,EST_DEL-007-03_2026-02-27_0630,NO,L-006,ITEM-006,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — drawing set production (planting plans and plant schedule and details and phasing diagram),24,hr,135.00,3240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 24 hr allocated to Step 4),MED,Procedure Step 4 scope; largest block — production drawings,Professional Services,Design & Engineering
DEL-007-03::L-007,EST_DEL-007-03_2026-02-27_0630,NO,L-007,ITEM-007,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — coordination and integration review,8,hr,135.00,1080.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 8 hr allocated to Step 5),MED,Procedure Step 5 scope; inter-discipline coordination,Professional Services,Design & Engineering
DEL-007-03::L-008,EST_DEL-007-03_2026-02-27_0630,NO,L-008,ITEM-008,Professional Services > Design & Engineering,PKG-007,DEL-007-03,Landscape Architect — County approval coordination and IFC issue,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 (Landscape Architect $135/hr) + Level_of_Effort.csv DEL-007-03 R-19 (70 hr total; 6 hr allocated to Step 6),MED,Procedure Step 6 scope; approval gate and IFC issue,Professional Services,Design & Engineering
DEL-007-04::LN-001,EST_DEL-007-04_2026-02-27_0700,NO,LN-001,ITEM-001,Professional Services > Project Management,PKG-007,DEL-007-04,Project Manager — landscape specification oversight,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-007-04/R-01,MED,6 hr x $165/hr; parametric LOE model,Professional Services,Project Management
DEL-007-04::LN-002,EST_DEL-007-04_2026-02-27_0700,NO,LN-002,ITEM-002,Professional Services > Project Management,PKG-007,DEL-007-04,Cost Estimator — landscape specification support,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-007-04/R-08,MED,4 hr x $135/hr; parametric LOE model,Professional Services,Project Management
DEL-007-04::LN-003,EST_DEL-007-04_2026-02-27_0700,NO,LN-003,ITEM-003,Professional Services > Design & Engineering,PKG-007,DEL-007-04,Landscape Architect — specification authoring and coordination,70,hr,135.00,9450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-19 + Level_of_Effort.csv DEL-007-04/R-19,MED,"70 hr x $135/hr; parametric LOE model; covers all specification sections, cross-discipline coordination, County review, and IFC prep",Professional Services,Design & Engineering
DEL-008-01::L-001,EST_DEL-008-01_2026-02-28_0800,NO,L-001,ITEM-001,Professional Services > Project Management,PKG-008,DEL-008-01,Project management — geotech investigation coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-008-01/R-01,MED,Rate $165/hr x 6 hr from LoE,Professional Services,Project Management
DEL-008-01::L-002,EST_DEL-008-01_2026-02-28_0800,NO,L-002,ITEM-002,Professional Services > Project Management,PKG-008,DEL-008-01,Cost estimating support — geotech investigation,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-008-01/R-08,MED,Rate $135/hr x 4 hr from LoE,Professional Services,Project Management
DEL-008-01::L-003,EST_DEL-008-01_2026-02-28_0800,NO,L-003,ITEM-003,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Investigation program development — Geotechnical Engineer,1,LS,3000,3000,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-11,MED,Subcontractor geotech engineer program development (lump sum),Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
DEL-008-01::L-004,EST_DEL-008-01_2026-02-28_0800,NO,L-004,ITEM-004,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Site access coordination and safety induction,2,hr,175,350,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20 + Level_of_Effort.csv DEL-008-01/R-20,LOW,Project team coordination; not covered by GI subcontractor rates,Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
DEL-008-01::L-005,EST_DEL-008-01_2026-02-28_0800,NO,L-005,ITEM-005,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Drill rig mobilization / demobilization to WDMLRL site,1,LS,6000,6000,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-01,LOW,Drill rig mob/demob ~100km from Edmonton,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-006,EST_DEL-008-01_2026-02-28_0800,NO,L-006,ITEM-006,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Borehole drilling and in-situ testing (SPT or equivalent),40,m,40,1600,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-02,MED,4 boreholes x 10m depth = 40m; hollow-stem auger in glacial terrain,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-007,EST_DEL-008-01_2026-02-28_0800,NO,L-007,ITEM-007,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Test pit excavation (if required),3,EA,800,2400,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-03,MED,3 test pits per investigation program,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-008,EST_DEL-008-01_2026-02-28_0800,NO,L-008,ITEM-008,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Groundwater monitoring well / standpipe installation,1,EA,2500,2500,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-04,LOW,1 monitoring well per investigation program,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-009,EST_DEL-008-01_2026-02-28_0800,NO,L-009,ITEM-009,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Soil sample collection and handling,25,EA,50,1250,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-05,MED,25 samples from 4 boreholes and 3 test pits,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-010,EST_DEL-008-01_2026-02-28_0800,NO,L-010,ITEM-010,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Field investigation supervision — Geotechnical Engineer,3,day,1750,5250,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-10,MED,3-day field program; subcontractor geotech engineer on-site supervision,Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
DEL-008-01::L-011,EST_DEL-008-01_2026-02-28_0800,NO,L-011,ITEM-011,Survey & Investigation > Survey & Field Investigation,PKG-008,DEL-008-01,Photographic documentation of field investigation,1,LS,250,250,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-15,LOW,Dated and location-referenced photos of boreholes; samples; site conditions,Survey & Investigation > Survey & Field Investigation,Survey & Investigation > Survey & Field Investigation
DEL-008-01::L-012,EST_DEL-008-01_2026-02-28_0800,NO,L-012,ITEM-012,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-008,DEL-008-01,Laboratory testing — soil classification and index tests,18,EA,250,4500,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-06,MED,18 classification/index tests from 25 samples,"Commissioning & Testing > Commissioning, Testing & Inspection","Commissioning & Testing > Commissioning, Testing & Inspection"
DEL-008-01::L-013,EST_DEL-008-01_2026-02-28_0800,NO,L-013,ITEM-013,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Laboratory testing QA/QC review,4,hr,175,700,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20 + Level_of_Effort.csv DEL-008-01/R-20,LOW,Project engineer review of lab results; not covered by subcontractor scope,Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
DEL-008-01::L-014,EST_DEL-008-01_2026-02-28_0800,NO,L-014,ITEM-014,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Data analysis — bearing capacity analysis,1,LS,0,0,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-12 (included),LOW,Included in L-018 (GI-12 report preparation),Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
DEL-008-01::L-015,EST_DEL-008-01_2026-02-28_0800,NO,L-015,ITEM-015,Professional Services > Specialty Consulting,PKG-008,DEL-008-01,Data analysis — settlement analysis,1,LS,0,0,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-12 (included),LOW,Included in L-018 (GI-12 report preparation),Professional Services > Specialty Consulting,Professional Services > Specialty Consulting
