AssumptionUID,FromDeliverableID,SnapshotID,AssumptionID,Category,Description,Impact,SourcePath
DEL-004-06::A-0005,DEL-004-06,EST_DEL-004-06_2026-02-27_0833,ASM-005,,Currency is CAD throughout. No currency conversion required.,N/A — Alberta project in CAD.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-06_2026-02-27_0833/Assumptions_Log.md
DEL-004-06::A-0006,DEL-004-06,EST_DEL-004-06_2026-02-27_0833,ASM-006,,"Panel schedule is classified as a ""Schedule"" deliverable type (not a Drawing Set), consistent with decomposition.","Classification affects LOE model calibration; the ""Schedule"" type has lower hours than ""Drawing Set"" type deliverables in Level_of_Effort.csv.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-06_2026-02-27_0833/Assumptions_Log.md
DEL-004-08::A-0001,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-001,,LOE hours from Level_of_Effort.csv are appropriate for the scope described in the four deliverable documents,"Direct: these hours drive the entire estimate total of $13,050.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-08::A-0002,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-002,,Staff rates from Professional_Staff_Rates.csv are current and applicable for 2026 Alberta,Direct: rates set the unit prices for all 4 Detail.csv lines.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-08::A-0003,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-003,,"The 4 role allocation (PM, Cost Estimator, BIM Tech, Electrical Engineer) represents the full team required",The estimate does not include a separate P.Eng. review cost. Procedure Step 9 and Step 10 (QC review and P.Eng. stamp) are assumed covered within the 56 Electrical Engineer hours.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-08::A-0004,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-004,,"No disbursements, overhead, or profit markup applies to this deliverable-level estimate",Estimate reflects direct professional labour cost only.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-08::A-0005,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-005,,The scope of DEL-004-08 as described in the four documents is stable,The LOE estimate is based on the current scope description.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-08::A-0006,DEL-004-08,EST_DEL-004-08_2026-02-27_0600,ASM-006,,Currency is CAD throughout; no exchange rate considerations,All amounts in CAD.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-08_2026-02-27_0600/Assumptions_Log.md
DEL-004-09::A-0001,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-001,,"Staff hourly rates from Professional_Staff_Rates.csv are representative of market rates for this project type in Alberta, 2026","If actual rates differ, the total estimate scales proportionally. Electrical Engineer rate ($165/hr) is the dominant driver (68.1% of total).",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0002,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-002,,"Level of effort hours from Level_of_Effort.csv are appropriate for authoring the electrical specification of a ~13,000 sqft industrial maintenance shop with 27 requirements","If scope complexity is higher than assumed (e.g., more coordination rounds, more TBD resolution effort, more Owner input cycles), hours could increase. The specification covers a wide scope (27 REQs, 5 hold points, multiple TBDs).",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0003,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-003,,All specification scope items (ITEM-005 through ITEM-036) are fully covered by the labour effort allocation (ITEM-001 through ITEM-004) with no separate direct costs,"If specialized code consulting, utility coordination site visits, or printing costs apply, they are not captured. These are typically minor for a specification document.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0004,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-004,,Welding receptacles are 50A/240V per Decomposition D-009 assumption,"If County specifies different ampacity, specification revision effort could add hours. Low cost impact at specification stage.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0005,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-005,,"Wash bay high-bay lights are same class as main shop (150W/22,000 lm) per CONF-004-09-01",Minimal cost impact at specification stage; may require specification revision if different fixture is selected.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0006,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-006,,No travel costs or site visit expenses are included in this estimate,"If a site visit is required for utility service confirmation or site inspection, travel costs would be additional.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0007,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-007,,"The Electrical Engineer performs the code compliance review (REQ-019, REQ-021–REQ-027) and standards identification within the allocated 42 hours without external code consultant fees","If specialized code review is required (e.g., fire code consultant, energy code consultant per Consideration 7, arc flash specialist per Consideration 8), additional costs could arise.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0008,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-008,,The 5 interdisciplinary hold points (HOLD-01 through HOLD-05) will be resolved within the normal project coordination process and do not require additional labour beyond the 70 hours allocated,"If hold-point resolution is significantly delayed or requires multiple revision cycles, additional hours may be needed. Schedule risk is higher than cost risk.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-004-09::A-0009,DEL-004-09,EST_DEL-004-09_2026-02-27_0141,EA-009,,The specification scope is limited to the new Addition only; Old North Shop electrical work is excluded per Specification exclusion section,"If Owner directs inclusion of Old North Shop electrical scope, the specification effort would increase and a scope change would be required.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-09_2026-02-27_0141/Assumptions_Log.md
DEL-005-01::A-0001,DEL-005-01,EST_DEL-005-01_2026-02-27_0539,ASM-001,,Hourly rates in Professional_Staff_Rates.csv are representative of market rates for Alberta design-build professional services in 2026,"If actual contracted rates differ, total estimate changes proportionally. A +/- 15% rate variation on the Civil Engineer alone (dominant cost driver at 67%) would shift the total by approximately +/- $1,000.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-01_2026-02-27_0539/Assumptions_Log.md
DEL-005-01::A-0002,DEL-005-01,EST_DEL-005-01_2026-02-27_0539,ASM-002,,Level of effort hours in Level_of_Effort.csv are representative of the work required to produce the Preliminary Civil Design deliverable,"If actual hours differ, total changes proportionally. The 42 Civil Engineer hours are the dominant driver.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-01_2026-02-27_0539/Assumptions_Log.md
DEL-005-01::A-0003,DEL-005-01,EST_DEL-005-01_2026-02-27_0539,ASM-003,,Currency is CAD as specified in the brief and consistent with Assumed_Project_Parameters.csv (PP-17),"Low risk — project is in Alberta, Canada; CAD is the expected currency.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-01_2026-02-27_0539/Assumptions_Log.md
DEL-005-01::A-0004,DEL-005-01,EST_DEL-005-01_2026-02-27_0539,ASM-004,,"No additional specialist roles (e.g., Geotechnical Engineer, Surveyor) are required for the preliminary civil design deliverable beyond the 4 roles listed in Level_of_Effort.csv","If geotech or survey specialist hours are needed at preliminary design stage, the estimate would increase. The Procedure references coordination with PKG-008 but does not require specialist hours at this stage.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-01_2026-02-27_0539/Assumptions_Log.md
DEL-005-01::A-0005,DEL-005-01,EST_DEL-005-01_2026-02-27_0539,ASM-005,,"The preliminary civil design is a professional services deliverable with no material, equipment, or subcontractor costs","If physical deliverables (e.g., printed presentation materials, travel) are required, additional cost categories would be needed. Likely immaterial.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-01_2026-02-27_0539/Assumptions_Log.md
DEL-005-02::A-0001,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-001,,Currency is CAD,All amounts denominated in CAD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-02::A-0002,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-002,,Staff hourly rates from Professional_Staff_Rates.csv are representative of 2026 market rates for central Alberta,Unit rates used for all 4 line items,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-02::A-0003,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-003,,Level-of-effort hours (130 total) are sufficient to complete the Site Grading Plan IFC drawing set,"Total estimated cost of $18,390",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-02::A-0004,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-004,,"No additional design disciplines are required beyond PM, Cost Estimator, BIM Technician, and Civil Engineer","No hours for other roles (e.g., Geotechnical Engineer, Surveyor) are included in this deliverable estimate",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-02::A-0005,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-005,,Preliminary civil design (DEL-005-01) approval by County does not require significant rework cycles that would increase grading plan design hours,No rework contingency hours included,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-02::A-0006,DEL-005-02,EST_DEL-005-02_2026-02-26_2246,ASM-006,,"The 84 Civil Engineer hours include time for: data collection (Phase 1), preliminary design contribution (Phase 2), final IFC design (Phase 3), drainage analysis, neighbour drainage verification, geotechnical integration, internal QA review, and P.Eng. stamp review (Phase 4)",Civil Engineer is the dominant cost driver at 73.1% of total,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-02_2026-02-26_2246/Assumptions_Log.md
DEL-005-03::A-0001,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-001,,"Civil Engineer 84 hours are allocated across phases as: Phase A (10 hr), Phase B (30 hr), Phase C (20 hr), Phase D (12 hr), Phase E (12 hr)",Engineering judgment; PS-2 provides total 84 hrs without phase breakdown,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0002,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-002,,All BIM Technician hours (36 hr) are allocated to Phase C (drawing production),Typical drawing set production workflow; BIM effort is predominantly in drawing production,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0003,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-003,,No subconsultant costs are required for DEL-005-03,No subconsultant scope identified in LOE model or RFP for this specific deliverable,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0004,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-004,,Design storm parameters and regulatory requirements will not cause material scope change beyond the 84 Civil Engineer hours envelope,Specification REQ-002 and Guidance Conflict C-001 flag design storm as TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0005,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-005,,Geotechnical data (DEL-008-01) will not cause material redesign of the drainage plan after initial design,Datasheet Conditions — Geotechnical Data Dependency; standard civil practice,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0006,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-006,,Currency is CAD as specified in the run brief and confirmed in Assumed_Project_Parameters.csv (PP-17),PP-17 in Assumed_Project_Parameters.csv; run brief CURRENCY=CAD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-03::A-0007,DEL-005-03,EST_DEL-005-03_2026-02-27_0600,ASM-007,,Hourly rates from Professional_Staff_Rates.csv are valid for the 2026 project timeframe,PS-1 Professional_Staff_Rates.csv — all rates tagged PARAMETRIC/MEDIUM,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-03_2026-02-27_0600/Assumptions_Log.md
DEL-005-04::A-0001,DEL-005-04,EST_DEL-005-04_2026-02-27_0546,ASM-001,,Hourly rates from Professional_Staff_Rates.csv are representative of 2026 Alberta market rates for the roles listed,"If actual rates are higher/lower, the total scales linearly. A 10% rate increase would add approximately $1,839 to the total.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-04_2026-02-27_0546/Assumptions_Log.md
DEL-005-04::A-0002,DEL-005-04,EST_DEL-005-04_2026-02-27_0546,ASM-002,,"Level of effort hours from Level_of_Effort.csv (R-17: 84 hr, R-13: 36 hr, R-01: 6 hr, R-08: 4 hr) are representative of the effort required to produce the driving surface and pad layout drawing set","If actual effort is higher (e.g., due to complex site geometry, multiple design iterations, or extensive Owner coordination), the total would increase. Each additional Civil Engineer hour adds $160.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-04_2026-02-27_0546/Assumptions_Log.md
DEL-005-04::A-0003,DEL-005-04,EST_DEL-005-04_2026-02-27_0546,ASM-003,,Currency is CAD,"Low risk — project is in Alberta, Canada",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-04_2026-02-27_0546/Assumptions_Log.md
DEL-005-04::A-0004,DEL-005-04,EST_DEL-005-04_2026-02-27_0546,ASM-004,,"No additional specialist roles are required beyond the four identified (Civil Engineer, BIM Technician, PM, Cost Estimator)","If additional roles are needed (e.g., Surveyor for field verification, Geotechnical Engineer for pavement design consultation), costs would increase. However, those roles are typically scoped under their own deliverables (PKG-008).",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-04_2026-02-27_0546/Assumptions_Log.md
DEL-005-04::A-0005,DEL-005-04,EST_DEL-005-04_2026-02-27_0546,ASM-005,,Design effort covers a single design cycle (preliminary + final) with normal coordination,"If major design rework is required (e.g., Owner rejects preliminary design, geotech results require fundamental redesign), additional hours beyond the parametric estimate would be needed.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-04_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0001,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-001,,"**Basis:** Level_of_Effort.csv row notes indicate ""PKG-005 Civil Engineer — Calculation Package"" for all four role allocations. The source data is parametric with MEDIUM confidence.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0002,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-002,,"**Risk if wrong:** If the actual scope of work requires more hours (e.g., adverse geotechnical conditions requiring extensive slope stability analysis, or complex stormwater management approach), the estimate will understate cost.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0003,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-003,,"**Basis:** The parametric model in Level_of_Effort.csv does not distinguish between first-pass and rework hours. If rework occurs, additional hours will be required.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0004,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-004,,**Risk if wrong:** A County rejection requiring fundamental redesign could add 20-40% to the Civil Engineer and BIM Technician hours.,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0005,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-005,,**Basis:** Assumed_Project_Parameters.csv PP-18 defines base year as 2026. No escalation factor is applied.,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0006,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-006,,"**Risk if wrong:** If rates increase during the project, actual costs will exceed the estimate. MEDIUM confidence rates have +/-20-30% accuracy per the INDEX.md data quality statement.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0007,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-007,,**Basis:** The Procedure defines a linear workflow (Steps 1-9). Iterative refinement loops are not explicitly allocated in the parametric hours.,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0008,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-008,,"**Risk if wrong:** Design iteration (e.g., changes driven by evolving stormwater management approach, updated geotechnical data, or design storm return period changes) could increase effort.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0009,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-009,,"**Basis:** The deliverable type is ""Calculation Package"" — an engineering analysis document. All costs are professional staff hours. Site visit costs (Step 1.3 — mandatory site meeting) are assumed covered within the PM and Civil Engineer hourly allocations.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0010,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-010,,"**Risk if wrong:** If specialized software (e.g., hydraulic modeling software licenses) or additional site visits are required, those costs are not captured.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0011,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-011,,"**Basis:** PP-17 in Assumed_Project_Parameters.csv confirms CAD. Project is located in Alberta, Canada. All professional staff rates are denominated in CAD.",,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-06::A-0012,DEL-005-06,EST_DEL-005-06_2026-02-27_0546,ASM-012,,**Risk if wrong:** Negligible. The project is entirely domestic.,,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-06_2026-02-27_0546/Assumptions_Log.md
DEL-005-07::A-0001,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,A-001,,"The LOE hours in Level_of_Effort.csv (R-01: 6 hr, R-08: 4 hr, R-13: 18 hr, R-17: 42 hr) are a reasonable parametric estimate for authoring a CSI-formatted civil specification covering Division 31 (Earthwork) and Division 32 (Exterior Improvements) for a ~13,000 sqft industrial maintenance shop addition at an active landfill site.","Monitor actual hours during execution; LOE confidence is MEDIUM. Consider whether the scope breadth (drainage, driving surface, pads, ESC, environmental, warranty, handoff criteria) warrants additional hours.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Assumptions_Log.md
DEL-005-07::A-0002,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,A-002,,"The hourly rates in Professional_Staff_Rates.csv reflect 2026 Alberta market rates for design-build professional services, inclusive of overhead and profit (i.e., billing rates, not bare salary).",Confirm whether rates are fully burdened billing rates or require overhead/profit markup. Rate confidence is MEDIUM.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Assumptions_Log.md
DEL-005-07::A-0003,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,A-003,,The Civil Engineer (R-17) performing the specification authoring is also the P.Eng. of Record who will perform the internal quality review (Procedure Step 8) and sign/stamp the IFC specification (Procedure Step 10). No separate P.Eng. review hours are required.,Confirm P.Eng. of Record assignment during project mobilization.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Assumptions_Log.md
DEL-005-07::A-0004,DEL-005-07,EST_DEL-005-07_2026-02-27_0547,A-004,,"Geotechnical report (DEL-008-01) will be available before the civil specification needs to be finalized, so that geotechnically-dependent values (subgrade CBR, frost protection depth, compaction standards) can be incorporated in the initial specification issue. No rework/revision iteration is included in this estimate.",Coordinate with Project Manager to establish latest acceptable DEL-008-01 delivery date relative to DEL-005-07 schedule. See Guidance.md — Schedule Risk.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-005-07_2026-02-27_0547/Assumptions_Log.md
DEL-006-01::A-0001,DEL-006-01,EST_DEL-006-01_2026-02-26_2239,ASM-001,,The LOE model allocations in Level_of_Effort.csv (80 total hours for DEL-006-01) are appropriate for a preliminary plumbing design of this scope and complexity,"If actual effort is higher (e.g., due to complexity of cistern design, renovation scope, or interdisciplinary coordination), cost will exceed estimate. If lower, estimate is conservative.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-01_2026-02-26_2239/Assumptions_Log.md
DEL-006-01::A-0002,DEL-006-01,EST_DEL-006-01_2026-02-26_2239,ASM-002,,Hourly rates in Professional_Staff_Rates.csv are representative of current Alberta market rates for these roles,"Rate variance directly affects total; a 10% rate increase would add approximately $1,137 to the total",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-01_2026-02-26_2239/Assumptions_Log.md
DEL-006-01::A-0003,DEL-006-01,EST_DEL-006-01_2026-02-26_2239,ASM-003,,"All design effort for DEL-006-01 is captured by the four roles identified in the LOE model (PM, Cost Estimator, BIM Technician, Plumbing Engineer)","If additional specialist involvement is required (e.g., environmental consultant for septic design, geotechnical input beyond standard coordination), costs would increase",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-01_2026-02-26_2239/Assumptions_Log.md
DEL-006-01::A-0004,DEL-006-01,EST_DEL-006-01_2026-02-26_2239,ASM-004,,"No material, equipment, or subcontractor costs apply to this deliverable","If external printing, specialty software licensing, or third-party review fees are required, they are not included",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-01_2026-02-26_2239/Assumptions_Log.md
DEL-006-01::A-0005,DEL-006-01,EST_DEL-006-01_2026-02-26_2239,ASM-005,,Currency is CAD as specified in the brief and confirmed by Assumed_Project_Parameters.csv (PP-17),"Low risk — project is in Alberta, Canada",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-01_2026-02-26_2239/Assumptions_Log.md
DEL-006-02::A-0001,DEL-006-02,EST_DEL-006-02_2026-02-27_0730,ASM-001,,The LOE model allocations in Level_of_Effort.csv (80 total hours for DEL-006-02) are appropriate for a water distribution plans drawing set of this scope and complexity,"If actual effort is higher (e.g., due to complexity of cistern-fed distribution design, freeze protection requirements, emergency shower compliance, or interdisciplinary coordination volume), cost will exceed estimate. If lower, estimate is conservative.",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-02_2026-02-27_0730/Assumptions_Log.md
DEL-006-02::A-0002,DEL-006-02,EST_DEL-006-02_2026-02-27_0730,ASM-002,,Hourly rates in Professional_Staff_Rates.csv are representative of current Alberta market rates for these roles,"Rate variance directly affects total; a 10% rate increase would add approximately $1,137 to the total",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-006-02_2026-02-27_0730/Assumptions_Log.md
