FromDeliverableID,FromPackageID,SnapshotID,BASIS_OF_ESTIMATE,CURRENCY,PRICE_SOURCES,RunContextPath,IsRerun
DEL-011-04,PKG-011,EST_DEL-011-04_2026-02-27_0949,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Structural_Concrete_Rates.csv, Building_Envelope_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-04_2026-02-27_0949/Run_Context.md,NO
DEL-011-05,PKG-011,EST_DEL-011-05_2026-02-27_0848,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Structural_Concrete_Rates.csv, Building_Envelope_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-05_2026-02-27_0848/Run_Context.md,NO
DEL-011-06,PKG-011,EST_DEL-011-06_2026-02-27_0600,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Structural_Concrete_Rates.csv, Building_Envelope_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-06_2026-02-27_0600/Run_Context.md,NO
DEL-011-07,PKG-011,EST_DEL-011-07_2026-02-27_0955,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Structural_Concrete_Rates.csv, Building_Envelope_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-011-07_2026-02-27_0955/Run_Context.md,NO
DEL-012-01,PKG-012,EST_DEL-012-01_2026-02-27_0901,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Interior_Architectural_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-012-01_2026-02-27_0901/Run_Context.md,NO
DEL-012-02,PKG-012,EST_DEL-012-02_2026-02-27_0854,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Interior_Architectural_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-012-02_2026-02-27_0854/Run_Context.md,NO
DEL-012-03,PKG-012,EST_DEL-012-03_2026-02-27_0630,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-012-03_2026-02-27_0630/Run_Context.md,NO
DEL-013-01,PKG-013,EST_DEL-013-01_2026-02-27_1045,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-01_2026-02-27_1045/Run_Context.md,NO
DEL-013-02,PKG-013,EST_DEL-013-02_2026-02-27_0901,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-02_2026-02-27_0901/Run_Context.md,NO
DEL-013-03,PKG-013,EST_DEL-013-03_2026-02-27_0901,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-03_2026-02-27_0901/Run_Context.md,NO
DEL-013-04,PKG-013,EST_DEL-013-04_2026-02-27_0901,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/Run_Context.md,NO
DEL-013-05,PKG-013,EST_DEL-013-05_2026-02-27_1055,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-05_2026-02-27_1055/Run_Context.md,NO
DEL-013-06,PKG-013,EST_DEL-013-06_2026-02-27_0201,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Mechanical_System_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/Run_Context.md,NO
DEL-014-01,PKG-014,EST_DEL-014-01_2026-02-27_0201,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-01_2026-02-27_0201/Run_Context.md,NO
DEL-014-02,PKG-014,EST_DEL-014-02_2026-02-27_0600,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-02_2026-02-27_0600/Run_Context.md,NO
DEL-014-03,PKG-014,EST_DEL-014-03_2026-02-27_0901,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/Run_Context.md,NO
DEL-014-04,PKG-014,EST_DEL-014-04_2026-02-27_1130,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/Run_Context.md,NO
DEL-014-05,PKG-014,EST_DEL-014-05_2026-02-27_0202,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv, Equipment_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/Run_Context.md,NO
DEL-014-06,PKG-014,EST_DEL-014-06_2026-02-27_0201,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-06_2026-02-27_0201/Run_Context.md,NO
DEL-015-01,PKG-015,EST_DEL-015-01_2026-02-26_2232,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Electrical_System_Rates.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-01_2026-02-26_2232/Run_Context.md,NO
DEL-015-02,PKG-015,EST_DEL-015-02_2026-02-27_0848,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-02_2026-02-27_0848/Run_Context.md,NO
DEL-015-03,PKG-015,EST_DEL-015-03_2026-02-27_0148,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Electrical_System_Rates.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-03_2026-02-27_0148/Run_Context.md,NO
DEL-015-04,PKG-015,EST_DEL-015-04_2026-02-27_0834,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-04_2026-02-27_0834/Run_Context.md,NO
DEL-015-05,PKG-015,EST_DEL-015-05_2026-02-27_0848,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Electrical_System_Rates.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-05_2026-02-27_0848/Run_Context.md,NO
DEL-016-01,PKG-016,EST_DEL-016-01_2026-02-28_0808,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/Run_Context.md,NO
DEL-017-01,PKG-017,EST_DEL-017-01_2026-02-28_0807,PARAMETRIC,CAD,Added Mechanical_System_Rates.csv to source list.,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-01_2026-02-28_0807/Run_Context.md,NO
DEL-017-02,PKG-017,EST_DEL-017-02_2026-02-27_0532,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Interior_Architectural_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-02_2026-02-27_0532/Run_Context.md,NO
DEL-017-03,PKG-017,EST_DEL-017-03_2026-02-27_0730,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Interior_Architectural_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/Run_Context.md,NO
DEL-017-04,PKG-017,EST_DEL-017-04_2026-02-27_0730,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Interior_Architectural_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/Run_Context.md,NO
DEL-018-01,PKG-018,EST_DEL-018-01_2026-02-27_0600,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-01_2026-02-27_0600/Run_Context.md,NO
DEL-018-02,PKG-018,EST_DEL-018-02_2026-02-27_0730,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/Run_Context.md,NO
DEL-018-03,PKG-018,EST_DEL-018-03_2026-02-27_0834,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-03_2026-02-27_0834/Run_Context.md,NO
DEL-018-04,PKG-018,EST_DEL-018-04_2026-02-27_0834,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Earthwork_Civil_Rates.csv, Paving_Surfacing_Rates.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-04_2026-02-27_0834/Run_Context.md,NO
DEL-018-05,PKG-018,EST_DEL-018-05_2026-02-27_0855,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Earthwork_Civil_Rates.csv, Paving_Surfacing_Rates.csv, Underground_Utility_Rates.csv, Construction_Labour_Rates.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/Run_Context.md,NO
DEL-018-06,PKG-018,EST_DEL-018-06_2026-03-26_1759,RATE_TABLE,CAD,"PriceSources/Professional_Staff_Rates.csv, PriceSources/Level_of_Effort.csv, PriceSources/Assumed_Project_Parameters.csv, PriceSources/Earthwork_Civil_Rates.csv, PriceSources/Underground_Utility_Rates.csv, PriceSources/Construction_Labour_Rates.csv, PriceSources/Electrical_System_Rates.csv, PriceSources/Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-06_2026-03-26_1759/Run_Context.md,YES
DEL-019-01,PKG-019,EST_DEL-019-01_2026-02-27_0600,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-019-01_2026-02-27_0600/Run_Context.md,NO
DEL-019-02,PKG-019,EST_DEL-019-02_2026-02-27_0630,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-019-02_2026-02-27_0630/Run_Context.md,NO
DEL-019-03,PKG-019,EST_DEL-019-03_2026-02-27_0630,PARAMETRIC,CAD,Professional_Staff_Rates.csv; Level_of_Effort.csv; Assumed_Project_Parameters.csv; Fees_Permits_Insurance.csv,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-019-03_2026-02-27_0630/Run_Context.md,NO
DEL-019-04,PKG-019,EST_DEL-019-04_2026-02-27_0630,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-019-04_2026-02-27_0630/Run_Context.md,NO
DEL-020-01,PKG-020,EST_DEL-020-01_2026-02-28_0805,PARAMETRIC,CAD,Professional_Staff_Rates.csv; Level_of_Effort.csv; Assumed_Project_Parameters.csv; Optional_Items_Pricing.csv; Fees_Permits_Insurance.csv,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-020-01_2026-02-28_0805/Run_Context.md,NO
DEL-020-02,PKG-020,EST_DEL-020-02_2026-02-27_0730,PARAMETRIC,CAD,1. Professional_Staff_Rates.csv 2. Level_of_Effort.csv 3. Assumed_Project_Parameters.csv 4. Optional_Items_Pricing.csv,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-020-02_2026-02-27_0730/Run_Context.md,NO
DEL-020-03,PKG-020,EST_DEL-020-03_2026-02-27_0900,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Optional_Items_Pricing.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-020-03_2026-02-27_0900/Run_Context.md,NO
DEL-021-01,PKG-021,EST_DEL-021-01_2026-02-27_0532,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-01_2026-02-27_0532/Run_Context.md,NO
DEL-021-02,PKG-021,EST_DEL-021-02_2026-02-27_0540,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-02_2026-02-27_0540/Run_Context.md,NO
DEL-021-03,PKG-021,EST_DEL-021-03_2026-02-28_0801,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-03_2026-02-28_0801/Run_Context.md,NO
DEL-021-04,PKG-021,EST_DEL-021-04_2026-02-28_0802,PARAMETRIC,CAD,"Professional_Staff_Rates.csv, Level_of_Effort.csv, Assumed_Project_Parameters.csv, Fees_Permits_Insurance.csv",/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-04_2026-02-28_0802/Run_Context.md,NO
DEL-021-05,PKG-021,EST_DEL-021-05_2026-02-27_0834,PARAMETRIC,CAD,location TBD,/Users/ryan/ai-env/projects/chirality-app/examples/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-021-05_2026-02-27_0834/Run_Context.md,NO
