LineUID,SnapshotID,IsRerun,LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DEL-008-01::L-022,EST_DEL-008-01_2026-02-28_0800,YES,L-022,ITEM-022,Professional Services — Geotechnical,PKG-008,DEL-008-01,Owner draft review cycle coordination (if required),2,hr,175,350,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20 + Level_of_Effort.csv DEL-008-01/R-20,LOW,Owner review coordination; project team effort not covered by subcontractor
DEL-008-01::L-023,EST_DEL-008-01_2026-02-28_0800,YES,L-023,ITEM-023,Field Investigation — Restoration,PKG-008,DEL-008-01,Site restoration after field investigation,1,LS,1000,1000,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-14,LOW,Restore disturbed areas to extent practicable
DEL-008-01::L-024,EST_DEL-008-01_2026-02-28_0800,YES,L-024,ITEM-024,Laboratory Testing,PKG-008,DEL-008-01,Lab consolidation/oedometer tests,4,EA,550,2200,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-07,LOW,Consolidation/oedometer tests for settlement analysis
DEL-008-01::L-025,EST_DEL-008-01_2026-02-28_0800,YES,L-025,ITEM-025,Laboratory Testing,PKG-008,DEL-008-01,Lab direct shear/triaxial tests,3,EA,500,1500,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-08,LOW,Shear strength parameters for foundation design
DEL-008-01::L-026,EST_DEL-008-01_2026-02-28_0800,YES,L-026,ITEM-026,Laboratory Testing,PKG-008,DEL-008-01,Lab chemical analysis (soil/groundwater),4,EA,350,1400,CAD,PARAMETRIC,Geotechnical_Investigation_Rates.csv GI-09,LOW,Chemical analysis for deleterious materials assessment
DEL-008-02::DL-001,EST_DEL-008-02_2026-02-26_2232,NO,DL-001,ITEM-001,Professional Services,PKG-008,DEL-008-02,Survey Plan Development — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Plan preparation (8 hr) + Owner coordination/revision (4 hr). Parametric estimate — Surveyor hours TBD in LOE source
DEL-008-02::DL-002,EST_DEL-008-02_2026-02-26_2232,NO,DL-002,ITEM-002,Professional Services,PKG-008,DEL-008-02,Mobilization and Control Network — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Travel/mobilization to SW 14-44-21-W4 (~30 km south of Camrose); establish primary and working control points; closure observations. Parametric estimate
DEL-008-02::DL-003,EST_DEL-008-02_2026-02-26_2232,NO,DL-003,ITEM-003,Professional Services,PKG-008,DEL-008-02,Topographic Survey Fieldwork — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,~2 days field topographic data collection for ~13000 sqft building addition site + surrounding grading design area. Parametric estimate
DEL-008-02::DL-004,EST_DEL-008-02_2026-02-26_2232,NO,DL-004,ITEM-004,Professional Services,PKG-008,DEL-008-02,Boundary Survey — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,LOW,Approximate boundary from existing records; assumes NOT a full legal ALS boundary survey. If legal survey required scope/cost increases. Parametric estimate
DEL-008-02::DL-005,EST_DEL-008-02_2026-02-26_2232,NO,DL-005,ITEM-005,Professional Services,PKG-008,DEL-008-02,Existing Conditions Documentation — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Document existing structures; services; features. Some overlap with topo fieldwork. Parametric estimate
DEL-008-02::DL-006,EST_DEL-008-02_2026-02-26_2232,NO,DL-006,ITEM-006,Professional Services,PKG-008,DEL-008-02,Data Reduction and Processing — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Control network adjustment; topographic surface model; QA/QC checks; digital file preparation. Parametric estimate
DEL-008-02::DL-007,EST_DEL-008-02_2026-02-26_2232,NO,DL-007,ITEM-007,Professional Services,PKG-008,DEL-008-02,Topographic Drawing Production — Surveyor,10,hr,140,1400,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,CAD drawing production: contours; features; control points; title block; professional stamp. Parametric estimate
DEL-008-02::DL-008,EST_DEL-008-02_2026-02-26_2232,NO,DL-008,ITEM-008,Professional Services,PKG-008,DEL-008-02,Survey Report Production — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Written report: methodology; control network; accuracy; QA/QC results; findings. Parametric estimate
DEL-008-02::DL-009,EST_DEL-008-02_2026-02-26_2232,NO,DL-009,ITEM-009,Professional Services,PKG-008,DEL-008-02,Digital Data File Prep and Delivery — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Assemble deliverable package; submit; support review; obtain acceptance. Parametric estimate
DEL-008-02::DL-010,EST_DEL-008-02_2026-02-26_2232,NO,DL-010,ITEM-010,Professional Services,PKG-008,DEL-008-02,Project Management — DEL-008-02,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-02 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DEL-008-02::DL-011,EST_DEL-008-02_2026-02-26_2232,NO,DL-011,ITEM-011,Professional Services,PKG-008,DEL-008-02,Cost Estimating Support — DEL-008-02,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-02 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
DEL-008-02::DL-012,EST_DEL-008-02_2026-02-26_2232,NO,DL-012,ITEM-012,Professional Services,PKG-008,DEL-008-02,Health and Safety Plan — Field Survey — Surveyor,2,hr,140,280,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Site-specific HSE for active landfill. Included in surveyor scope. Parametric estimate
DEL-008-02::DL-013,EST_DEL-008-02_2026-02-26_2232,NO,DL-013,ITEM-013,Professional Services,PKG-008,DEL-008-02,Data Backup and Security Protocols — Surveyor,0,hr,140,0,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; included in field effort lines,MED,Included in ITEM-003/ITEM-006 field and processing effort; no additional hours. Zero-cost line for traceability
DEL-008-03::DL-001,EST_DEL-008-03_2026-02-27_0630,NO,DL-001,ITEM-001,Professional Services,PKG-008,DEL-008-03,Construction Survey Plan Preparation — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Plan development (10 hr): control network design; methodology selection; accuracy targets; phasing provisions for geotech-dependent foundation; re-staking provisions. Review/approval cycle (6 hr): coordination with Design-Builder/CM per REQ-008-03-06a. Parametric estimate — Surveyor hours TBD in LOE source
DEL-008-03::DL-002,EST_DEL-008-03_2026-02-27_0630,NO,DL-002,ITEM-002,Professional Services,PKG-008,DEL-008-03,Retrieve and Verify Preliminary Survey Control — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Retrieve control data from DEL-008-02 (2 hr); field verification/closure check on min 2 control points (4 hr); chain-of-custody documentation (2 hr). Parametric estimate
DEL-008-03::DL-003,EST_DEL-008-03_2026-02-27_0630,NO,DL-003,ITEM-003,Professional Services,PKG-008,DEL-008-03,Establish Permanent Control Monuments — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Set min 2 permanent monuments on stable ground; photograph and document coordinates; tie to preliminary network. Parametric estimate
DEL-008-03::DL-004,EST_DEL-008-03_2026-02-27_0630,NO,DL-004,ITEM-004,Professional Services,PKG-008,DEL-008-03,Building Footprint and Foundation Layout Staking — Surveyor,16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,~13000 sqft building footprint; column grid; foundation excavation limits. Includes initial rough staking (8 hr) and final form staking after foundation IFC confirmed (8 hr). Holds for geotech-dependent foundation design per RFP §4.8.2. Parametric estimate
DEL-008-03::DL-005,EST_DEL-008-03_2026-02-27_0630,NO,DL-005,ITEM-005,Professional Services,PKG-008,DEL-008-03,Service Pit / Trench Layout and Grade Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Below-grade element requiring precise elevation control; position/width/length layout plus invert grade stakes. Parametric estimate
DEL-008-03::DL-006,EST_DEL-008-03_2026-02-27_0630,NO,DL-006,ITEM-006,Professional Services,PKG-008,DEL-008-03,Cistern and Mud Sump Layout Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,50000 L cistern: position and invert grades (4 hr). Exterior mud sump: position and grade (2 hr). Parametric estimate
DEL-008-03::DL-007,EST_DEL-008-03_2026-02-27_0630,NO,DL-007,ITEM-007,Professional Services,PKG-008,DEL-008-03,Subgrade Grade Control for Driving Surfaces — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Grade stakes/offset hubs for all driving surface areas; motor scraper-class loading surfaces; consistent with civil grading design. Parametric estimate
DEL-008-03::DL-008,EST_DEL-008-03_2026-02-27_0630,NO,DL-008,ITEM-008,Professional Services,PKG-008,DEL-008-03,Utility Corridor Staking — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Three utility corridors: natural gas; electrical; communications. Position staking for tie-in corridors per IFC drawings. Parametric estimate
DEL-008-03::DL-009,EST_DEL-008-03_2026-02-27_0630,NO,DL-009,ITEM-009,Professional Services,PKG-008,DEL-008-03,Cement Pads and Septic Tank Staking — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Cement pad positions per Appendix B layout; 2000 US gal septic holding tank location. Parametric estimate
DEL-008-03::DL-010,EST_DEL-008-03_2026-02-27_0630,NO,DL-010,ITEM-010,Professional Services,PKG-008,DEL-008-03,Site Grid / Building Control Establishment — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Establish building control line system from permanent monuments; align with building axes; record offsets and tie distances. One-day field effort. Parametric estimate
DEL-008-03::DL-011,EST_DEL-008-03_2026-02-27_0630,NO,DL-011,ITEM-011,Professional Services,PKG-008,DEL-008-03,Foundation Excavation Verification Survey — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Post-excavation survey: measure excavated elevations and horizontal extents; compare to IFC; prepare discrepancy report if applicable. Critical verification milestone. Parametric estimate
DEL-008-03::DL-012,EST_DEL-008-03_2026-02-27_0630,NO,DL-012,ITEM-012,Professional Services,PKG-008,DEL-008-03,Foundation Form Verification Survey — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Pre-pour form verification: survey form tops and key reference points; confirm within tolerance. Parametric estimate
DEL-008-03::DL-013,EST_DEL-008-03_2026-02-27_0630,NO,DL-013,ITEM-013,Professional Services,PKG-008,DEL-008-03,Slab Grade Control and Drainage Slope Verification — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Grade references for slab pour (4 hr); explicit drainage slope verification at multiple check points (4 hr) per REQ-008-03-04 and Step C3a. Parametric estimate
DEL-008-03::DL-014,EST_DEL-008-03_2026-02-27_0630,NO,DL-014,ITEM-014,Professional Services,PKG-008,DEL-008-03,Steel Plate Embedment Layout Verification — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Confirm embedment positions before slab pour per IFC structural embedment plan. Parametric estimate
DEL-008-03::DL-015,EST_DEL-008-03_2026-02-27_0630,NO,DL-015,ITEM-015,Professional Services,PKG-008,DEL-008-03,Subgrade Verification Before Gravel Placement — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Post-stripping subgrade elevation survey; compare to civil design grades; document before gravel placement. Parametric estimate
DEL-008-03::DL-016,EST_DEL-008-03_2026-02-27_0630,NO,DL-016,ITEM-016,Professional Services,PKG-008,DEL-008-03,Progress Surveys During Construction — Surveyor,32,hr,140,4480,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,LOW,Periodic progress surveys over ~6-month construction phase. Estimated 8 visits x 4 hr each. Frequency TBD per Construction Survey Plan. LOW confidence — actual number of visits depends on construction schedule and CM requirements. Parametric estimate
DEL-008-03::DL-017,EST_DEL-008-03_2026-02-27_0630,NO,DL-017,ITEM-017,Professional Services,PKG-008,DEL-008-03,County Inspection Coordination — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Advance notification; prepare records for County PM at survey inspection milestones (est. 5 hold points per Procedure Step C7). Included in survey visit effort; this line covers coordination/admin overhead. Parametric estimate
DEL-008-03::DL-018,EST_DEL-008-03_2026-02-27_0630,NO,DL-018,ITEM-018,Professional Services,PKG-008,DEL-008-03,Field Documentation Package Compilation — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Compile all field notes; staking records; grade sheets; verification records; progress surveys into organized package. Includes indexing per record convention per REQ-008-03-08. Parametric estimate
DEL-008-03::DL-019,EST_DEL-008-03_2026-02-27_0630,NO,DL-019,ITEM-019,Professional Services,PKG-008,DEL-008-03,Construction Survey Summary Report — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Summary report: work performed; control network; elements staked; discrepancies. Whether required is TBD — included as likely per Procedure Step D2. Parametric estimate
DEL-008-03::DL-020,EST_DEL-008-03_2026-02-27_0630,NO,DL-020,ITEM-020,Professional Services,PKG-008,DEL-008-03,Control Data Handoff to As-Built Survey — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Prepare control network handoff package for DEL-008-04; datum confirmation; chain-of-custody record completion. Parametric estimate
DEL-008-03::DL-021,EST_DEL-008-03_2026-02-27_0630,NO,DL-021,ITEM-021,Professional Services,PKG-008,DEL-008-03,OH&S and Site Safety Compliance — Surveyor,2,hr,140,280,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Site-specific safety orientation; PPE; hazard review for active landfill site; emergency procedures per Prime Contractor framework. Parametric estimate
DEL-008-03::DL-022,EST_DEL-008-03_2026-02-27_0630,NO,DL-022,ITEM-022,Professional Services,PKG-008,DEL-008-03,Project Management — DEL-008-03,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-03 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DEL-008-03::DL-023,EST_DEL-008-03_2026-02-27_0630,NO,DL-023,ITEM-023,Professional Services,PKG-008,DEL-008-03,Cost Estimating Support — DEL-008-03,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-03 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
DEL-008-04::DL-001,EST_DEL-008-04_2026-02-27_0700,NO,DL-001,ITEM-001,Professional Services,PKG-008,DEL-008-04,Pre-Field Preparation — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Review DEL-008-03 control data (2 hr); review IFC drawings and identify features to document (2 hr); review contractor as-built markups for underground infrastructure (1 hr); prepare field survey plan including feature list and datum confirmation (2 hr); coordinate site access logistics (1 hr). Parametric estimate
DEL-008-04::DL-002,EST_DEL-008-04_2026-02-27_0700,NO,DL-002,ITEM-002,Professional Services,PKG-008,DEL-008-04,Establish/Verify Survey Control — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Occupy DEL-008-03 control points; run closure check; verify integrity of permanent monuments. If control disturbed: re-establish from unaffected points (additional effort absorbed in this allowance per Guidance P-2 contingency). Parametric estimate
DEL-008-04::DL-003,EST_DEL-008-04_2026-02-27_0700,NO,DL-003,ITEM-003,Professional Services,PKG-008,DEL-008-04,Topographic Survey of Completed Site — Surveyor,8,hr,140,1120,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,One full field day: building addition exterior corners/finished floor/door thresholds/overhead door sills; gravel driving surface edges and cross-section spot elevations; grading/drainage features (swales/berms/outlets); existing shop reference points. ~13000 sqft building footprint plus surrounding site. Parametric estimate
DEL-008-04::DL-004,EST_DEL-008-04_2026-02-27_0700,NO,DL-004,ITEM-004,Professional Services,PKG-008,DEL-008-04,Infrastructure As-Built Positions — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Cistern access points and fill connections (1 hr); septic holding tank lid/footprint from construction records (0.5 hr); three utility tie-in points — gas/electrical/communications (1.5 hr); mud sump/wash bay drain (0.5 hr); additional features identified during survey (0.5 hr). Parametric estimate
DEL-008-04::DL-005,EST_DEL-008-04_2026-02-27_0700,NO,DL-005,ITEM-005,Professional Services,PKG-008,DEL-008-04,Field Notes and Documentation — Surveyor,1,hr,140,140,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Field note compilation concurrent with survey; final field note review and organization at end of field day. Parametric estimate
DEL-008-04::DL-006,EST_DEL-008-04_2026-02-27_0700,NO,DL-006,ITEM-006,Professional Services,PKG-008,DEL-008-04,Data Processing and Adjustment — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Download instrument data; check for blunders/outliers against field notes; perform network adjustment; closure check against accuracy standard. Parametric estimate
DEL-008-04::DL-007,EST_DEL-008-04_2026-02-27_0700,NO,DL-007,ITEM-007,Professional Services,PKG-008,DEL-008-04,As-Built Drawing Preparation — Surveyor,12,hr,140,1680,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Prepare plan view(s) showing all surveyed features with coordinates/dimensions/elevations; annotate elevation at key finished floor/grade/infrastructure points; reference IFC drawing numbers; prepare title block with project name/legal description/date/surveyor/datum. Assumes CAD format per Guidance trade-off (most likely for permanent record). Parametric estimate
DEL-008-04::DL-008,EST_DEL-008-04_2026-02-27_0700,NO,DL-008,ITEM-008,Professional Services,PKG-008,DEL-008-04,IFC Comparison and Deviation Analysis — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Overlay as-built data on IFC drawings; identify and classify deviations (position/elevation/extent); prepare deviation table or markup if material deviations found. Classification criteria TBD per Guidance GAP-004. Parametric estimate
DEL-008-04::DL-009,EST_DEL-008-04_2026-02-27_0700,NO,DL-009,ITEM-009,Professional Services,PKG-008,DEL-008-04,Final As-Built Report — Surveyor,6,hr,140,840,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Draft written report: survey scope/methodology; datum/coordinate system; control points used and provenance from DEL-008-03; accuracy statement; construction verification summary; list of delivered artifacts. Parametric estimate
DEL-008-04::DL-010,EST_DEL-008-04_2026-02-27_0700,NO,DL-010,ITEM-010,Professional Services,PKG-008,DEL-008-04,Internal QA Review — Surveyor,3,hr,140,420,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Review drawings/report for completeness against feature list; check coordinate/elevation consistency; confirm datum reference; verify all material deviations documented; confirm deliverable format. Parametric estimate
DEL-008-04::DL-011,EST_DEL-008-04_2026-02-27_0700,NO,DL-011,ITEM-011,Professional Services,PKG-008,DEL-008-04,Submission to Owner and Revision Cycle — Surveyor,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21; parametric estimate of effort,MED,Compile deliverable package (drawings + data files + report); submit to County PM; respond to one round of review comments and revise (assumed); obtain written Owner acceptance. Parametric estimate
DEL-008-04::DL-012,EST_DEL-008-04_2026-02-27_0700,NO,DL-012,ITEM-012,Professional Services,PKG-008,DEL-008-04,Project Management — DEL-008-04,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01; Level_of_Effort.csv DEL-008-04 R-01,MED,PM oversight. Hours from Level_of_Effort.csv (6 hr); rate from Professional_Staff_Rates.csv ($165/hr)
DEL-008-04::DL-013,EST_DEL-008-04_2026-02-27_0700,NO,DL-013,ITEM-013,Professional Services,PKG-008,DEL-008-04,Cost Estimating Support — DEL-008-04,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08; Level_of_Effort.csv DEL-008-04 R-08,MED,Cost estimator support. Hours from Level_of_Effort.csv (4 hr); rate from Professional_Staff_Rates.csv ($135/hr)
DEL-009-01::L-001,EST_DEL-009-01_2026-02-27_0547,NO,L-001,ITEM-001,LABOUR,PKG-009,DEL-009-01,Project Manager — permit application coordination and authority liaison,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-009-01/R-01,MED,6 hrs x $165/hr; LoE-sourced hours
DEL-009-01::L-002,EST_DEL-009-01_2026-02-27_0547,NO,L-002,ITEM-002,LABOUR,PKG-009,DEL-009-01,Cost Estimator — permit process support and schedule impact assessment,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-009-01/R-08,MED,4 hrs x $135/hr; LoE-sourced hours
DEL-009-01::L-003,EST_DEL-009-01_2026-02-27_0547,NO,L-003,ITEM-003,LABOUR,PKG-009,DEL-009-01,Permitting Specialist — code process tracking and authority coordination,8,hr,125,1000,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22 + ASM-003,LOW,8 hrs x $125/hr; hours parametrically estimated (not in LoE)
DEL-009-01::L-004,EST_DEL-009-01_2026-02-27_0547,NO,L-004,ITEM-004,LABOUR,PKG-009,DEL-009-01,Document Controller — permit documentation control and filing,4,hr,75,300,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 + ASM-004,LOW,4 hrs x $75/hr; hours parametrically estimated (not in LoE)
DEL-009-01::L-005,EST_DEL-009-01_2026-02-27_0547,NO,L-005,ITEM-005,LABOUR,PKG-009,DEL-009-01,Senior Architect — design information support for permit application,4,hr,180,720,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-11 + ASM-005,LOW,4 hrs x $180/hr; hours parametrically estimated (not in LoE)
DEL-009-01::L-006,EST_DEL-009-01_2026-02-27_0547,NO,L-006,ITEM-006,LABOUR,PKG-009,DEL-009-01,Civil Engineer — site plan and access information for permit application,3,hr,160,480,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-17 + ASM-006,LOW,3 hrs x $160/hr; hours parametrically estimated (not in LoE)
DEL-009-01::L-007,EST_DEL-009-01_2026-02-27_0547,NO,L-007,ITEM-007,OTHER,PKG-009,DEL-009-01,Pre-application consultation with Camrose County permitting authority,1,LS,350,350,CAD,PARAMETRIC,ASM-007,LOW,Travel and meeting disbursement for pre-application consultation at Camrose County offices
DEL-009-01::L-008,EST_DEL-009-01_2026-02-27_0547,NO,L-008,ITEM-008,OTHER,PKG-009,DEL-009-01,Application submission and courier/delivery to Camrose County,1,LS,150,150,CAD,PARAMETRIC,ASM-008,LOW,Courier or delivery allowance for physical application submission
DEL-009-01::L-009,EST_DEL-009-01_2026-02-27_0547,NO,L-009,ITEM-009,OTHER,PKG-009,DEL-009-01,Inspection coordination and County representative scheduling,1,LS,500,500,CAD,PARAMETRIC,ASM-009,LOW,Parametric allowance for inspection scheduling coordination disbursements during permit-related inspection process
DEL-009-02::L-001,EST_DEL-009-02_2026-02-27_0600,NO,L-001,ITEM-001,Management,PKG-009,DEL-009-02,Project Management — Permit lifecycle oversight and coordination,6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-009-02/R-01 + Professional_Staff_Rates.csv R-01,MED,LOE: 6 hrs from Level_of_Effort.csv; Rate: $165/hr from Professional_Staff_Rates.csv R-01
DEL-009-02::L-002,EST_DEL-009-02_2026-02-27_0600,NO,L-002,ITEM-002,Management,PKG-009,DEL-009-02,Cost Estimator — Permit cost impact assessment,4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv row DEL-009-02/R-08 + Professional_Staff_Rates.csv R-08,MED,LOE: 4 hrs from Level_of_Effort.csv; Rate: $135/hr from Professional_Staff_Rates.csv R-08
DEL-009-02::L-003,EST_DEL-009-02_2026-02-27_0600,NO,L-003,ITEM-003,Specialty,PKG-009,DEL-009-02,Permitting Specialist — Pre-application engagement with Camrose County building authority,8,hr,125,1000,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22; Procedure.md Phase 1,MED,Qty estimated parametrically from Procedure scope (3 steps); Rate: $125/hr from Professional_Staff_Rates.csv R-22
DEL-009-02::L-004,EST_DEL-009-02_2026-02-27_0600,NO,L-004,ITEM-004,Specialty,PKG-009,DEL-009-02,Permitting Specialist — Application package assembly and internal review,12,hr,125,1500,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22; Procedure.md Phase 2,MED,Qty estimated parametrically from Procedure scope (4 steps incl. 6-discipline coordination); Rate: $125/hr
DEL-009-02::L-005,EST_DEL-009-02_2026-02-27_0600,NO,L-005,ITEM-005,Specialty,PKG-009,DEL-009-02,Permitting Specialist — Application submission and authority review management,6,hr,125,750,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22; Procedure.md Phase 3,MED,Qty estimated parametrically from Procedure scope (2 steps incl. rejection workflow); Rate: $125/hr
DEL-009-02::L-006,EST_DEL-009-02_2026-02-27_0600,NO,L-006,ITEM-006,Specialty,PKG-009,DEL-009-02,Permitting Specialist — Permit receipt and conditions documentation,4,hr,125,500,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22; Procedure.md Phase 4,MED,Qty estimated parametrically from Procedure scope (3 steps); Rate: $125/hr
DEL-009-02::L-007,EST_DEL-009-02_2026-02-27_0600,NO,L-007,ITEM-007,Specialty,PKG-009,DEL-009-02,Permitting Specialist — Inspection coordination during construction,10,hr,125,1250,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-22; Procedure.md Phase 5,MED,Qty estimated parametrically from Procedure scope (7 steps; ~7 anticipated inspection stages); Rate: $125/hr
DEL-009-02::L-008,EST_DEL-009-02_2026-02-27_0600,NO,L-008,ITEM-008,Admin,PKG-009,DEL-009-02,Document Controller — Application package document compilation and records management,6,hr,75,450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09; Datasheet.md Construction section,MED,Qty estimated parametrically from artifact set scope (6-discipline IFC compilation + records); Rate: $75/hr
DEL-009-02::L-009,EST_DEL-009-02_2026-02-27_0600,NO,L-009,ITEM-009,Design,PKG-009,DEL-009-02,Senior Architect — Design coordination for permit application support,4,hr,180,720,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-11; Specification.md REQ-009-02-03,MED,Qty estimated parametrically (lead discipline coordination for permit); Rate: $180/hr
