AssumptionUID,FromDeliverableID,SnapshotID,AssumptionID,Category,Description,Impact,SourcePath
DEL-003-02::A-0171,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-002,,"Level of effort hours (R-01=6h, R-08=4h, R-13=36h, R-15=84h, total=130h) are sufficient to produce the HVAC Layout Plans drawing set for a ~13,000 sqft industrial maintenance shop",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-02::A-0172,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-003,,"No additional roles beyond R-01, R-08, R-13, R-15 contribute billable hours to DEL-003-02",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-02::A-0173,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-004,,Currency is CAD throughout; no foreign exchange or escalation required,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-02::A-0174,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-005,,"The 84 hours of Mechanical Engineer time includes all engineering activities: design development, calculation review, coordination, QA, and P.Eng. stamp effort",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-02::A-0175,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-006,,The 36 hours of BIM Technician time is sufficient for CAD/BIM production of the full HVAC layout drawing set (estimated 4-6 sheets per Datasheet construction artifacts table),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-02::A-0176,DEL-003-02,EST_DEL-003-02_2026-02-27_0841,ASM-007,,This deliverable estimate covers design professional services only; HVAC equipment and installation costs are excluded (PKG-013 scope),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-02_2026-02-27_0841/Assumptions_Log.md
DEL-003-03::A-0177,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-001,,"The Level_of_Effort.csv hours for DEL-003-03 (PM: 6 hr, Estimator: 4 hr, BIM Tech: 36 hr, Mech Eng: 84 hr = 130 hr total) are a reasonable parametric estimate for producing the Ductwork & Distribution Plans drawing set for a ~13,000 sqft, 35 ft ceiling industrial maintenance shop.","If actual effort exceeds these hours (e.g., due to additional coordination rounds, scope boundary changes per CON-003-03-01, or mezzanine ventilation decisions), the estimate would understate cost.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-03::A-0178,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-002,,The hourly rates in Professional_Staff_Rates.csv reflect 2026 Alberta market rates for professional design services on a design-build project.,"Rate changes would proportionally affect the total. A 10% rate increase across all roles would increase the total by ~$1,881.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-03::A-0179,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-003,,The DEL-003-03 vs. DEL-003-04 scope boundary (supply/general ventilation distribution vs. dedicated local exhaust) does not materially affect the LOE allocation for DEL-003-03.,"If the scope boundary shifts to include more exhaust-side work in DEL-003-03, additional Mechanical Engineer and BIM Technician hours may be required.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-03::A-0180,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-004,,"No subconsultant markup, overhead, profit margin, or reimbursable expenses are included in this estimate.",The estimate represents direct professional labor cost only. Actual billing to the project would include firm overhead and profit markup.,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-03::A-0181,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-005,,Currency is CAD per project parameters and INIT-TASK brief. No currency conversion required.,No impact if confirmed.,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-03::A-0182,DEL-003-03,EST_DEL-003-03_2026-02-27_0848,ASM-006,,Mezzanine ventilation extent (TBD per Datasheet.md) does not materially change the LOE allocation.,"If the mezzanine is confirmed as a fully served space requiring separate duct routing and drawings, additional BIM and Mechanical Engineer hours may be needed.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-03_2026-02-27_0848/Assumptions_Log.md
DEL-003-04::A-0183,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,"The Level_of_Effort.csv hours (R-01: 6, R-08: 4, R-13: 36, R-15: 84) represent the complete professional design effort for DEL-003-04. No additional roles or hours are required beyond what is listed.","If additional roles (e.g., R-23 Commissioning Agent, R-24 Controls Specialist) or additional hours are needed, the estimate would increase.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-04::A-0184,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,"The Professional_Staff_Rates.csv rates (R-01: $165, R-08: $135, R-13: $95, R-15: $165 per hour, all CAD) are representative of the actual contracted rates for this project.","If actual contracted rates differ, the total cost will change proportionally. All rates are MEDIUM confidence.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-04::A-0185,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,The P.Eng. stamp and professional review is performed by the same R-15 Mechanical Engineer whose 84 hours are already estimated. No separate external P.Eng. review cost is required.,"If an independent external P.Eng. reviewer is required, an additional cost line would be needed (estimated range: 4-8 hours at $165-$175/hr = $660-$1,400 CAD).",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-04::A-0186,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,Wash bay exhaust system design is in scope of DEL-003-04 (per Guidance CFT-001 proposal). The R-15 84-hour estimate includes wash bay exhaust design effort.,"If wash bay exhaust is reassigned to DEL-003-02, the R-15 hour allocation for DEL-003-04 may decrease (and DEL-003-02 may increase).",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-04::A-0187,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,"This estimate covers professional design services (drawing set production) only. Physical construction materials, equipment, and installation labor for exhaust systems are outside this estimate scope.",No material or construction cost impact. Those costs would be captured in PKG-013 construction deliverable estimates.,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-04::A-0188,DEL-003-04,EST_DEL-003-04_2026-02-27_0841,,,"The 130 total hours estimated represent the full effort from initial design through IFC issue, including preliminary design, County approval support, cross-discipline coordination, code review, IFC production, QC review, and P.Eng. stamp.","If the County approval cycle or cross-discipline coordination requires more iterations than anticipated, actual hours could exceed the estimate.",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-04_2026-02-27_0841/Assumptions_Log.md
DEL-003-05::A-0189,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-001,,"The Level_of_Effort.csv hour allocations for DEL-003-05 (PM: 6 hr, Cost Estimator: 4 hr, BIM Tech: 12 hr, ME: 28 hr = 50 hr total) are a reasonable parametric estimate for producing the Mechanical Equipment Schedule deliverable.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-05::A-0190,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-002,,Professional staff rates in Professional_Staff_Rates.csv are representative of 2026 Alberta market rates for the stated roles.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-05::A-0191,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-003,,"The scope of DEL-003-05 is limited to the equipment schedule document production as described in the four deliverable documents. Equipment procurement, installation, and commissioning costs are excluded.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-05::A-0192,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-004,,"The Mechanical Engineer's 28 hours includes all engineering judgment activities: equipment scope confirmation, tag convention, high-recovery heating interpretation, calculation coordination, equipment selection, County submission, structural/electrical coordination, QC review, and P.Eng. stamping.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-05::A-0193,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-005,,Currency is CAD throughout; no currency conversion required.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-05::A-0194,DEL-003-05,EST_DEL-003-05_2026-02-27_0833,ASM-006,,"The ME phase hour allocation (Phase 1: 4 hr, Phase 2: 8 hr, Phase 3: 12 hr, Register: 4 hr) is a reasonable distribution of the 28 total hours across the Procedure's defined phases.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-05_2026-02-27_0833/Assumptions_Log.md
DEL-003-06::A-0195,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-01,,Mechanical Engineer 56-hour total is sub-allocated across 11 calculation tasks based on estimated relative complexity of each requirement (REQ-M-001 through REQ-M-013).,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-06::A-0196,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-02,,"P.Eng. stamp cost is included in the Mechanical Engineer 56-hour allocation (specifically ITEM-014, 6 hours).",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-06::A-0197,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-03,,"No material, software, or reproduction costs are required for this deliverable.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-06::A-0198,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-04,,"Welding exhaust calculation (ITEM-008, 4 hours) is sufficient effort for a PRELIMINARY calculation pending County specs.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-06::A-0199,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-05,,"All hourly rates in Professional_Staff_Rates.csv are fully loaded (including overhead, benefits, and profit).",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-06::A-0200,DEL-003-06,EST_DEL-003-06_2026-02-27_0134,A-06,,"The scope of DEL-003-06 is limited to professional design services (staff hours) and does not include construction material procurement, equipment supply, or installation labor.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-06_2026-02-27_0134/Assumptions_Log.md
DEL-003-07::A-0201,DEL-003-07,EST_DEL-003-07_2026-02-27_0841,ASM-001,,Staff hourly rates from Professional_Staff_Rates.csv are valid for 2026 pricing,Rates applied directly to LOE hours,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-07_2026-02-27_0841/Assumptions_Log.md
DEL-003-07::A-0202,DEL-003-07,EST_DEL-003-07_2026-02-27_0841,ASM-002,,"Level-of-effort hours for DEL-003-07 (70 total: 6+4+18+42) are reasonable for a mechanical specification deliverable for a ~13,000 sq ft industrial shop","Total is computed as $10,170 based on these hours",/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-07_2026-02-27_0841/Assumptions_Log.md
DEL-003-07::A-0203,DEL-003-07,EST_DEL-003-07_2026-02-27_0841,ASM-003,,"This estimate covers professional design services (specification authoring) only; no material, equipment, or construction costs are included",Estimate scope is limited to staff time,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-07_2026-02-27_0841/Assumptions_Log.md
DEL-003-07::A-0204,DEL-003-07,EST_DEL-003-07_2026-02-27_0841,ASM-004,,Currency is CAD per run brief and PP-17 (Assumed_Project_Parameters.csv),All amounts in CAD,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-07_2026-02-27_0841/Assumptions_Log.md
DEL-003-07::A-0205,DEL-003-07,EST_DEL-003-07_2026-02-27_0841,ASM-005,,No escalation or contingency is applied to the parametric estimate,Total is a base cost without contingency,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-003-07_2026-02-27_0841/Assumptions_Log.md
DEL-004-01::A-0206,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-001,,"Staff hourly rates from Professional_Staff_Rates.csv are representative of market rates for this project type in Alberta, 2026",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0207,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-002,,"Level of effort hours from Level_of_Effort.csv are appropriate for a preliminary electrical design of a ~13,000 sqft industrial maintenance shop",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0208,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-003,,All design scope items (ITEM-005 through ITEM-025) are fully covered by the labour effort allocation (ITEM-001 through ITEM-004) with no separate direct costs,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0209,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-004,,Welding receptacles are 50A/240V per Decomposition D-009 assumption,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0210,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-005,,"Wash bay high-bay lights are same class as main shop (150W/22,000 lm) per CF-004-002",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0211,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-006,,No travel costs or site visit expenses are included in this estimate,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-01::A-0212,DEL-004-01,EST_DEL-004-01_2026-02-26_2043,EA-007,,The Electrical Engineer performs the code compliance review (R-017) within the allocated 42 hours without external legal or code consultant fees,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-01_2026-02-26_2043/Assumptions_Log.md
DEL-004-02::A-0213,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-001,,Professional staff rates in Professional_Staff_Rates.csv are representative of Alberta design-build market rates for 2026,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0214,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-002,,Level-of-effort hours in Level_of_Effort.csv (130 total hours for DEL-004-02) are reasonable for an industrial maintenance shop SLD,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0215,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-003,,All work activities identified in Procedure.md Steps 1-10 are covered within the 130-hour LOE allocation,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0216,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-004,,Currency is CAD as specified in run brief and confirmed by Assumed_Project_Parameters.csv (PP-17),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0217,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-005,,"DEL-004-02 is a professional design deliverable only; no material, equipment, or construction labor costs are included",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0218,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-006,,"TBD items in source documents (crane ratings, system voltage, overhead door specs, mechanical equipment specs, ceiling fan specs, exhaust fan specs) will be resolved in a timely manner without requiring additional design iterations beyond what is included in the 84-hour Electrical Engineer allocation",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-02::A-0219,DEL-004-02,EST_DEL-004-02_2026-02-27_0833,ASM-007,,Interdisciplinary coordination review (Procedure Step 6) and County approval process (Procedure Step 7) do not require significant rework cycles,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-02_2026-02-27_0833/Assumptions_Log.md
DEL-004-03::A-0220,DEL-004-03,EST_DEL-004-03_2026-02-27_0834,ASM-001,,Hourly rates in Professional_Staff_Rates.csv are valid for 2026 Alberta market conditions,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-03_2026-02-27_0834/Assumptions_Log.md
DEL-004-03::A-0221,DEL-004-03,EST_DEL-004-03_2026-02-27_0834,ASM-002,,"Level of effort allocations in Level_of_Effort.csv are appropriate for a Drawing Set deliverable of this complexity (~13,000 sqft industrial maintenance shop with diverse load profile)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-03_2026-02-27_0834/Assumptions_Log.md
DEL-004-03::A-0222,DEL-004-03,EST_DEL-004-03_2026-02-27_0834,ASM-003,,This estimate covers professional design services (drawing production) only; construction materials and installation labor are excluded,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-03_2026-02-27_0834/Assumptions_Log.md
DEL-004-03::A-0223,DEL-004-03,EST_DEL-004-03_2026-02-27_0834,ASM-004,,"The 4 role allocations (Electrical Engineer, BIM Technician, Project Manager, Cost Estimator) from Level_of_Effort.csv represent the complete staffing model for this deliverable",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-03_2026-02-27_0834/Assumptions_Log.md
DEL-004-03::A-0224,DEL-004-03,EST_DEL-004-03_2026-02-27_0834,ASM-005,,Currency is CAD for all pricing,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-03_2026-02-27_0834/Assumptions_Log.md
DEL-004-04::A-0225,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-001,,All parametric staff rates in Professional_Staff_Rates.csv are valid for 2026 Alberta market conditions,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0226,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-002,,"Level_of_Effort.csv hour allocations for DEL-004-04 (130 total hours) are sufficient to complete the Lighting Plans deliverable including all procedure steps (scope confirmation, preliminary layout, County approval, final IFC drawings, QA, P.Eng. stamp, transmittal)",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0227,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-003,,"Photometric calculations, mechanical coordination, County approval process, and P.Eng. review/stamp activities are included within the 84-hour Electrical Engineer and 6-hour Project Manager LOE allocations",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0228,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-004,,Currency is CAD throughout; no foreign exchange conversion required,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0229,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-005,,Hardware/material fixture costs are outside the scope of this design-fee estimate and belong in PKG-015 (Electrical Installation),,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0230,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-006,,Emergency/exit lighting design effort (if required by code) can be accommodated within the existing 84-hour Electrical Engineer allocation or with minor incremental effort,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-04::A-0231,DEL-004-04,EST_DEL-004-04_2026-02-28_0809,ASM-007,,The unresolved service pit fixture specifications (CONF-LT-002) do not materially affect the design LOE estimate because the Electrical Engineer's 84-hour allocation includes time for fixture selection and specification,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-04_2026-02-28_0809/Assumptions_Log.md
DEL-004-05::A-0232,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-001,,Welding receptacles are rated 50 A/240 V per D-009 decision in Decomposition,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0233,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-002,,All hourly rates in Professional_Staff_Rates.csv are current and applicable for 2026 project execution,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0234,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-003,,"Level-of-effort hours in Level_of_Effort.csv are calibrated for a ~13,000 sqft industrial maintenance shop drawing set",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0235,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-004,,Mezzanine receptacle scope and Old North Shop renovation receptacle scope are included within the 130-hour LOE allocation,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0236,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-005,,One receptacle layout drawing set (1-2 sheets) is sufficient for the building,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0237,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-006,,CEC Part I (Canadian Electrical Code) is the applicable electrical code in Alberta,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-05::A-0238,DEL-004-05,EST_DEL-004-05_2026-02-27_0630,EA-007,,Currency is CAD for all pricing,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-05_2026-02-27_0630/Assumptions_Log.md
DEL-004-06::A-0239,DEL-004-06,EST_DEL-004-06_2026-02-27_0833,ASM-001,,"The parametric LOE hours from Level_of_Effort.csv (50 total hours across 4 roles) are a reasonable estimate for producing panel schedules for a ~13,000 sqft industrial maintenance shop addition.",,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-06_2026-02-27_0833/Assumptions_Log.md
DEL-004-06::A-0240,DEL-004-06,EST_DEL-004-06_2026-02-27_0833,ASM-002,,The hourly rates in Professional_Staff_Rates.csv are representative of 2026 Alberta market rates for design-build professional services.,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-004-06_2026-02-27_0833/Assumptions_Log.md
