RiskUID,FromDeliverableID,SnapshotID,RiskID,Category,Description,Severity,Status,SourcePath
DEL-013-03::R-0083,DEL-013-03,EST_DEL-013-03_2026-02-27_0901,,,Controls/BAS integration,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-03_2026-02-27_0901/QA_Report.md
DEL-013-03::R-0084,DEL-013-03,EST_DEL-013-03_2026-02-27_0901,,,Ductwork hangers/supports,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-03_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0085,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,5 Datasheet TBD items unresolved (TBD-DS-01 through TBD-DS-05),MATERIAL,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0086,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,Filtration scope conditional on CQ-002,MATERIAL,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0087,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,Hose drop quantity assumed at 4 (2 per bay),MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0088,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,"ALLOWANCE-basis equipment rates have wide ranges (MS-04: $6,000-$14,000/EA)",MODERATE,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0089,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,Labour hours are parametric; no detailed task schedule,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0090,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,No contingency or escalation applied,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-04::R-0091,DEL-013-04,EST_DEL-013-04_2026-02-27_0901,,,"Controls cost ($5,500) based on parametric assumption; functional spec is TBD",LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-04_2026-02-27_0901/QA_Report.md
DEL-013-06::R-0092,DEL-013-06,EST_DEL-013-06_2026-02-27_0201,,,"HVLS fan units supply ($33,000)",,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/QA_Report.md
DEL-013-06::R-0093,DEL-013-06,EST_DEL-013-06_2026-02-27_0201,,,"Mounting hardware ($6,600)",,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/QA_Report.md
DEL-013-06::R-0094,DEL-013-06,EST_DEL-013-06_2026-02-27_0201,,,"Speed controllers ($2,850)",,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/QA_Report.md
DEL-013-06::R-0095,DEL-013-06,EST_DEL-013-06_2026-02-27_0201,,,"Permits ($1,000)",,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/QA_Report.md
DEL-013-06::R-0096,DEL-013-06,EST_DEL-013-06_2026-02-27_0201,,,"Scaffolding/lift ($2,500)",,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-013-06_2026-02-27_0201/QA_Report.md
DEL-014-02::R-0097,DEL-014-02,EST_DEL-014-02_2026-02-27_0600,,,Septic holding tank supply + set,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-02_2026-02-27_0600/QA_Report.md
DEL-014-02::R-0098,DEL-014-02,EST_DEL-014-02_2026-02-27_0600,,,Existing tank pump-out/disposal,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-02_2026-02-27_0600/QA_Report.md
DEL-014-02::R-0099,DEL-014-02,EST_DEL-014-02_2026-02-27_0600,,,Existing tank excavation/extraction,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-02_2026-02-27_0600/QA_Report.md
DEL-014-02::R-0100,DEL-014-02,EST_DEL-014-02_2026-02-27_0600,,,High-level alarm (provisional),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-02_2026-02-27_0600/QA_Report.md
DEL-014-03::R-0101,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Pump flow rate TBD — blocks precise pump selection and pricing,HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0102,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Fill connection size TBD — affects piping and hardware costs,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0103,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Freeze protection method TBD — heat trace assumed; alternatives may differ,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0104,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Backflow device type TBD — DCVA assumed,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0105,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Bidirectional operation ambiguity (Conflict C-003) — estimate covers cistern replenishment only,HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0106,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Fill line run length assumed 15 m — actual routing TBD,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0107,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,No vendor quotes — all items parametric,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-03::R-0108,DEL-014-03,EST_DEL-014-03_2026-02-27_0901,,,Plumbing permit fee is jurisdictional allowance,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-03_2026-02-27_0901/QA_Report.md
DEL-014-04::R-0109,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-01,,"8 TBD material attributes (drain type, body material, grate material, body diameter, outlet size, flow rate, trap type, temperature range) pending IFC plumbing design (DEL-006-03). Material unit rates are parametric estimates.",MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0110,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-02,,Sump drain quantity assumed minimum 2; final count per IFC design.,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0111,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-03,,No dedicated plumbing drain/fixture pricing in PRICE_SOURCES. 10 of 27 lines priced parametrically.,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0112,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-04,,"Oil/grease interceptor requirement TBD (REQ-014-04-11). If required, estimated $3,000-$8,000+ not included.",HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0113,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-05,,Wash bay drain scope boundary with DEL-018-05 TBD. Interior drain and stub included; exterior piping excluded.,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0114,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-06,,Pipe run lengths are parametric estimates; actual routing per IFC drawings could vary +/-30%.,MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-04::R-0115,DEL-014-04,EST_DEL-014-04_2026-02-27_1130,W-07,,Plumber labour hours are parametric; no production rate data in PRICE_SOURCES.,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-04_2026-02-27_1130/QA_Report.md
DEL-014-05::R-0116,DEL-014-05,EST_DEL-014-05_2026-02-27_0202,,,Emergency shower unit,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/QA_Report.md
DEL-014-05::R-0117,DEL-014-05,EST_DEL-014-05_2026-02-27_0202,,,Thermostatic mixing valve,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/QA_Report.md
DEL-014-05::R-0118,DEL-014-05,EST_DEL-014-05_2026-02-27_0202,,,Supply branch piping,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/QA_Report.md
DEL-014-05::R-0119,DEL-014-05,EST_DEL-014-05_2026-02-27_0202,,,Pipe supports,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/QA_Report.md
DEL-014-05::R-0120,DEL-014-05,EST_DEL-014-05_2026-02-27_0202,,,Signage,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-014-05_2026-02-27_0202/QA_Report.md
DEL-015-02::R-0121,DEL-015-02,EST_DEL-015-02_2026-02-27_0848,,,Switching/controls devices and installation,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-02_2026-02-27_0848/QA_Report.md
DEL-015-03::R-0122,DEL-015-03,EST_DEL-015-03_2026-02-27_0148,,,Circuit breakers (45 EA),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-03_2026-02-27_0148/QA_Report.md
DEL-015-03::R-0123,DEL-015-03,EST_DEL-015-03_2026-02-27_0148,,,Rough-in packages — 15A/20A circuits,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-03_2026-02-27_0148/QA_Report.md
DEL-015-03::R-0124,DEL-015-03,EST_DEL-015-03_2026-02-27_0148,,,15A and 20A receptacle devices,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-03_2026-02-27_0148/QA_Report.md
DEL-015-03::R-0125,DEL-015-03,EST_DEL-015-03_2026-02-27_0148,,,Electrical Safety Code Permit,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-015-03_2026-02-27_0148/QA_Report.md
DEL-016-01::R-0126,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-001,,"Equipment pricing (EQ-01) is LOW confidence with $120k-$280k range per unit. Total equipment cost could vary by $320,000.",HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-016-01::R-0127,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-002,,"Multiple TBD design parameters (crane span, hook height, duty class, standards) mean procurement spec is incomplete.",HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-016-01::R-0128,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-003,,"Construction labour hours are parametric assumptions, not based on specific crane model or site conditions.",MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-016-01::R-0129,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-004,,"Anti-collision system (DL-021) is priced at $25,000 (ALLOWANCE, LOW) but is conditional — may not be required if independent runways are confirmed. EQ-04 range: $15k-$35k.",MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-016-01::R-0130,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-005,,"Potential supply+install overlap: EQ-01 is ""supply + install"" but separate installation labour lines are also priced. See Decision DEC-002.",MEDIUM,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-016-01::R-0131,DEL-016-01,EST_DEL-016-01_2026-02-28_0808,W-006,,"No contingency, management reserve, or escalation applied. Typically applied at package/project rollup level.",LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-016-01_2026-02-28_0808/QA_Report.md
DEL-017-01::R-0132,DEL-017-01,EST_DEL-017-01_2026-02-28_0807,,,Hazmat Assessment,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-01_2026-02-28_0807/QA_Report.md
DEL-017-01::R-0133,DEL-017-01,EST_DEL-017-01_2026-02-28_0807,,,Waste Disposal,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-01_2026-02-28_0807/QA_Report.md
DEL-017-02::R-0134,DEL-017-02,EST_DEL-017-02_2026-02-27_0532,,,Structural Repairs,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-02_2026-02-27_0532/QA_Report.md
DEL-017-02::R-0135,DEL-017-02,EST_DEL-017-02_2026-02-27_0532,,,Stair and Railing,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-02_2026-02-27_0532/QA_Report.md
DEL-017-02::R-0136,DEL-017-02,EST_DEL-017-02_2026-02-27_0532,,,Hazmat Assessment,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-02_2026-02-27_0532/QA_Report.md
DEL-017-02::R-0137,DEL-017-02,EST_DEL-017-02_2026-02-27_0532,,,Waste Disposal,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-02_2026-02-27_0532/QA_Report.md
DEL-017-03::R-0138,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Framing and partition work,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0139,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Wall finishes,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0140,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Floor finishes,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0141,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Paint,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0142,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Ceiling finish,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0143,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Hazardous materials assessment,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0144,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Waste disposal,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0145,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Wall finishes (ceramic tile),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0146,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Toilet supply/install,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0147,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Sink supply/install,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0148,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Urinal supply/install,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0149,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Washroom accessories,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0150,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Exhaust fan,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-03::R-0151,DEL-017-03,EST_DEL-017-03_2026-02-27_0730,,,Lighting fixtures,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-03_2026-02-27_0730/QA_Report.md
DEL-017-04::R-0152,DEL-017-04,EST_DEL-017-04_2026-02-27_0730,,,Locker system (8 EA),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/QA_Report.md
DEL-017-04::R-0153,DEL-017-04,EST_DEL-017-04_2026-02-27_0730,,,Commercial washer,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/QA_Report.md
DEL-017-04::R-0154,DEL-017-04,EST_DEL-017-04_2026-02-27_0730,,,Final design and IFC drawings,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/QA_Report.md
DEL-017-04::R-0155,DEL-017-04,EST_DEL-017-04_2026-02-27_0730,,,Commercial dryer,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/QA_Report.md
DEL-017-04::R-0156,DEL-017-04,EST_DEL-017-04_2026-02-27_0730,,,Door supply and install,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-017-04_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0157,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-001,,"Grading area (2,500 m2) is a parametric estimate; actual area TBD pending DEL-005-02 IFC civil grading plan",HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0158,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-002,,"Landscape scope (species, areas, quantities) is entirely TBD pending DEL-007-02/03; $23,000 is an unsupported allowance",HIGH,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0159,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-003,,Compaction acceptance criteria TBD pending DEL-005-07; testing frequency and cost may vary,MED,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0160,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-004,,Fine grading tolerances TBD pending DEL-005-07,MED,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0161,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-005,,Granular fill volume (500 m3) is parametric; placement rate is a deduction estimate,MED,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0162,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-006,,Equipment operator and labourer hours are parametric estimates without detailed task-level buildup,MED,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0163,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-007,,Active landfill site context may impose additional environmental compliance costs not captured,LOW,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0164,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-008,,Aggregate supply excluded (County scope) — coordinate timing per Guidance C-02,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0165,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-009,,Bulk cut/fill excluded (County scope) — GC scope boundary at DEC-008 (0.4m assumed cut depth for fine grading),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-02::R-0166,DEL-018-02,EST_DEL-018-02_2026-02-27_0730,W-010,,Utility trench restoration scope depends on DEL-018-06 extent (not yet estimated in this run),,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-02_2026-02-27_0730/QA_Report.md
DEL-018-05::R-0167,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Precast concrete mud sump,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
DEL-018-05::R-0168,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Floor drain supply + install,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
DEL-018-05::R-0169,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Sump inlet penetration,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
DEL-018-05::R-0170,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Water flow test,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
DEL-018-05::R-0171,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Cold-weather allowance,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
DEL-018-05::R-0172,DEL-018-05,EST_DEL-018-05_2026-02-27_0855,,,Environmental regulatory scoping,,,/Users/ryan/ai-env/projects/chirality-project-test/test/AB-2026-01424-WDMLRL-2026-Claude/_Estimates/EST_DEL-018-05_2026-02-27_0855/QA_Report.md
