Execution,DeliverableID,DeliverableName,RoleID,Role,EstimatedHours,Basis,Notes
AB-2026-01424-WDMLRL-2026-Claude,DEL-004-09,Electrical Specification,R-16,Electrical Engineer,42,PARAMETRIC,PKG-004 Electrical Engineer — Specification
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-01,Preliminary Civil Design,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Design Presentation
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-01,Preliminary Civil Design,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Design Presentation
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-01,Preliminary Civil Design,R-13,BIM Technician,18,PARAMETRIC,PKG-005 Civil Engineer — Design Presentation
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-01,Preliminary Civil Design,R-17,Civil Engineer,42,PARAMETRIC,PKG-005 Civil Engineer — Design Presentation
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-02,Site Grading Plan,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-02,Site Grading Plan,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-02,Site Grading Plan,R-13,BIM Technician,36,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-02,Site Grading Plan,R-17,Civil Engineer,84,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-03,Drainage Plan,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-03,Drainage Plan,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-03,Drainage Plan,R-13,BIM Technician,36,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-03,Drainage Plan,R-17,Civil Engineer,84,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-04,Driving Surface & Pad Layout Plan,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-04,Driving Surface & Pad Layout Plan,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-04,Driving Surface & Pad Layout Plan,R-13,BIM Technician,36,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-04,Driving Surface & Pad Layout Plan,R-17,Civil Engineer,84,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-05,Civil Sections & Details,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-05,Civil Sections & Details,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-05,Civil Sections & Details,R-13,BIM Technician,36,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-05,Civil Sections & Details,R-17,Civil Engineer,84,PARAMETRIC,PKG-005 Civil Engineer — Drawing Set
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-06,Civil Calculation Package,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Calculation Package
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-06,Civil Calculation Package,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Calculation Package
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-06,Civil Calculation Package,R-13,BIM Technician,24,PARAMETRIC,PKG-005 Civil Engineer — Calculation Package
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-06,Civil Calculation Package,R-17,Civil Engineer,56,PARAMETRIC,PKG-005 Civil Engineer — Calculation Package
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-07,Civil Specification,R-01,Project Manager,6,PARAMETRIC,PKG-005 Civil Engineer — Specification
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-07,Civil Specification,R-08,Cost Estimator,4,PARAMETRIC,PKG-005 Civil Engineer — Specification
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-07,Civil Specification,R-13,BIM Technician,18,PARAMETRIC,PKG-005 Civil Engineer — Specification
AB-2026-01424-WDMLRL-2026-Claude,DEL-005-07,Civil Specification,R-17,Civil Engineer,42,PARAMETRIC,PKG-005 Civil Engineer — Specification
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-01,Preliminary Plumbing Design,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-01,Preliminary Plumbing Design,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-01,Preliminary Plumbing Design,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-01,Preliminary Plumbing Design,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-02,Water Distribution Plans,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-02,Water Distribution Plans,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-02,Water Distribution Plans,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-02,Water Distribution Plans,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-03,Drain & Vent Plans,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-03,Drain & Vent Plans,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-03,Drain & Vent Plans,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-03,Drain & Vent Plans,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-04,Cistern & Pump Details,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-04,Cistern & Pump Details,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-04,Cistern & Pump Details,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-04,Cistern & Pump Details,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-05,Septic System Details,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-05,Septic System Details,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-05,Septic System Details,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-05,Septic System Details,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-06,Plumbing Fixture Schedule,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-06,Plumbing Fixture Schedule,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-06,Plumbing Fixture Schedule,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-06,Plumbing Fixture Schedule,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-07,Plumbing Calculation Package,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-07,Plumbing Calculation Package,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-07,Plumbing Calculation Package,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-07,Plumbing Calculation Package,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-08,Plumbing Specification,R-01,Project Manager,6,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-08,Plumbing Specification,R-08,Cost Estimator,4,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-08,Plumbing Specification,R-13,BIM Technician,21,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-006-08,Plumbing Specification,R-18,Plumbing Engineer,49,PARAMETRIC,PKG-006 Plumbing Engineer — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-01,Preliminary Design,R-01,Project Manager,6,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-01,Preliminary Design,R-08,Cost Estimator,4,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-01,Preliminary Design,R-19,Landscape Architect,70,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-02,Landscape Plans,R-01,Project Manager,6,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-02,Landscape Plans,R-08,Cost Estimator,4,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-02,Landscape Plans,R-19,Landscape Architect,70,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-03,Planting Plans,R-01,Project Manager,6,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-03,Planting Plans,R-08,Cost Estimator,4,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-03,Planting Plans,R-19,Landscape Architect,70,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-04,Specification,R-01,Project Manager,6,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-04,Specification,R-08,Cost Estimator,4,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-007-04,Specification,R-19,Landscape Architect,70,PARAMETRIC,PKG-007 Landscape Architect — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-01,Geotech Investigation,R-01,Project Manager,6,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-01,Geotech Investigation,R-08,Cost Estimator,4,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-02,Preliminary Survey,R-01,Project Manager,6,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-02,Preliminary Survey,R-08,Cost Estimator,4,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-03,Construction Survey,R-01,Project Manager,6,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-03,Construction Survey,R-08,Cost Estimator,4,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-04,As Built Survey,R-01,Project Manager,6,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-008-04,As Built Survey,R-08,Cost Estimator,4,PARAMETRIC,PKG-008 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-01,Development Permit,R-01,Project Manager,6,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-01,Development Permit,R-08,Cost Estimator,4,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-02,Building Permit,R-01,Project Manager,6,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-02,Building Permit,R-08,Cost Estimator,4,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-03,Safety Code Permits,R-01,Project Manager,6,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-03,Safety Code Permits,R-08,Cost Estimator,4,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-04,Code Compliance Register,R-01,Project Manager,6,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-009-04,Code Compliance Register,R-08,Cost Estimator,4,PARAMETRIC,PKG-009 Project Manager — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-01,Project Manager,6,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-02,Construction Project Manager,8,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-03,Site Superintendent,10,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-08,Cost Estimator,4,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-06,QA/QC Lead,6,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-010-01,Foundation Construction,R-05,HSE Manager,4,PARAMETRIC,PKG-010 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-01,Concrete Superstructure,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-02,Steel Plate Floor Embedments,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-03,Drive-Through Repair Bays,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-04,Entrance/Exit Doors,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-05,Wash Bay Enclosure,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-06,Service Pit/Trench,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-01,Project Manager,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-02,Construction Project Manager,8,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-03,Site Superintendent,10,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-08,Cost Estimator,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-06,QA/QC Lead,6,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-011-07,Mezzanine Structure & Stairs,R-05,HSE Manager,4,PARAMETRIC,PKG-011 General Contractor — Construction
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-01,Project Manager,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-01,Parts Storage Room - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-01,Project Manager,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-02,Utility Room - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-01,Project Manager,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-012-03,Office Space - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-012 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-01,High-Recovery Heating System - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-06,QA/QC Lead,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-02,High-Volume Air Exchanger - Context,R-05,HSE Manager,4,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-01,Project Manager,6,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-02,Construction Project Manager,8,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-03,Site Superintendent,10,PARAMETRIC,PKG-013 TBD — TBD
AB-2026-01424-WDMLRL-2026-Claude,DEL-013-03,Forced-Air Makeup System - Context,R-08,Cost Estimator,4,PARAMETRIC,PKG-013 TBD — TBD
