LineUID,LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes,CostCategory,SourceSnapshot
DEL-01-04::C-200,C-200,OPT.YLT,PKG-001,DEL-01-04,Option 2 -- Yard Lighting,1,LS,106000,106000,CAD,RATE_TABLE,OPT-04/05,MED,12 poles + conduit,CONSTRUCTION_PRICING,EST_DEL-01-04_2026-02-18_2359
DEL-01-04::C-300,C-300,OPT.ACC,PKG-001,DEL-01-04,Option 3 -- Access Control,1,LS,45000,45000,CAD,RATE_TABLE,OPT-06,LOW,10-zone system,CONSTRUCTION_PRICING,EST_DEL-01-04_2026-02-18_2359
DEL-01-04::C-400,C-400,OPT.SEC,PKG-001,DEL-01-04,Option 4 -- Security/Cameras,1,LS,55000,55000,CAD,RATE_TABLE,OPT-08/09,LOW,16 cameras + NVR + 1 yr monitoring,CONSTRUCTION_PRICING,EST_DEL-01-04_2026-02-18_2359
DEL-01-04::C-500,C-500,OPT.SGN,PKG-001,DEL-01-04,Option 5 -- Signage,1,LS,34000,34000,CAD,RATE_TABLE,OPT-10/11,LOW,1 illuminated + 1 non-illuminated,CONSTRUCTION_PRICING,EST_DEL-01-04_2026-02-18_2359
DEL-01-04::C-600,C-600,OPT.FFE,PKG-001,DEL-01-04,Option 6 -- FF&E cash allowance,1,LS,20000,20000,CAD,ALLOWANCE,OPT-18,HIGH,Fixed $20k per DEC-012,CONSTRUCTION_PRICING,EST_DEL-01-04_2026-02-18_2359
DEL-01-05::A-010,A-010,PRD.COMP,PKG-001,DEL-01-05,Senior Estimator -- detailed cost breakdown compilation,24,hr,145,3480,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-05 R-18),MED,24 hrs per LoE,PRODUCTION,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::A-020,A-020,PRD.COMP,PKG-001,DEL-01-05,Intermediate Estimator -- breakdown detail assembly,16,hr,115,1840,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-05 R-19),MED,16 hrs per LoE,PRODUCTION,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::A-030,A-030,PRD.COMP,PKG-001,DEL-01-05,Project Manager -- review and approval,4,hr,175,700,CAD,RATE_TABLE,Level_of_Effort.csv (DEL-01-05 R-02),MED,4 hrs per LoE,PRODUCTION,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-100,B-GR-100,CON.GR,PKG-001,DEL-01-05,General Requirements -- design fees,1,LS,640000,640000,CAD,RATE_TABLE,DF-01 thru DF-08,MED,Reconciles to DEL-01-04 B-1100,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-110,B-GR-110,CON.GR,PKG-001,DEL-01-05,General Requirements -- performance bond,1,LS,90000,90000,CAD,RATE_TABLE,FP-01,MED,Reconciles to DEL-01-04 B-1110,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-120,B-GR-120,CON.GR,PKG-001,DEL-01-05,General Requirements -- labour/materials bond,1,LS,60000,60000,CAD,RATE_TABLE,FP-02,MED,Reconciles to DEL-01-04 B-1120,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-130,B-GR-130,CON.GR,PKG-001,DEL-01-05,General Requirements -- CCIP insurance,1,LS,240000,240000,CAD,RATE_TABLE,FP-03,LOW,Reconciles to DEL-01-04 B-1130,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-140,B-GR-140,CON.GR,PKG-001,DEL-01-05,General Requirements -- builder's risk insurance,1,LS,24000,24000,CAD,RATE_TABLE,FP-04,MED,Reconciles to DEL-01-04 B-1140,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-150,B-GR-150,CON.GR,PKG-001,DEL-01-05,General Requirements -- general liability insurance,1,LS,90000,90000,CAD,RATE_TABLE,FP-05,MED,Reconciles to DEL-01-04 B-1150,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-160,B-GR-160,CON.GR,PKG-001,DEL-01-05,General Requirements -- building permit,1,LS,65000,65000,CAD,RATE_TABLE,FP-06,LOW,Reconciles to DEL-01-04 B-1160,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-170,B-GR-170,CON.GR,PKG-001,DEL-01-05,General Requirements -- other permits,1,LS,7000,7000,CAD,RATE_TABLE,FP-07/08/09/10,MED,Reconciles to DEL-01-04 B-1170,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-180,B-GR-180,CON.GR,PKG-001,DEL-01-05,General Requirements -- utility connection fees,1,LS,39000,39000,CAD,ALLOWANCE,FP-11 thru FP-15,LOW,Reconciles to DEL-01-04 B-1180,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-190,B-GR-190,CON.GR,PKG-001,DEL-01-05,General Requirements -- environmental permits,1,LS,32000,32000,CAD,RATE_TABLE,FP-16/17/18,MED,Reconciles to DEL-01-04 B-1190,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-GR-195,B-GR-195,CON.GR,PKG-001,DEL-01-05,General Requirements -- surety broker fee,1,LS,4000,4000,CAD,RATE_TABLE,FP-19,LOW,Reconciles to DEL-01-04 B-1195,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-100,B-BLD-100,CON.BLD,PKG-001,DEL-01-05,Structural: foundations,1,LS,398000,398000,CAD,RATE_TABLE,SC-14/13/15,MED,Reconciles to DEL-01-04 B-100,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-110,B-BLD-110,CON.BLD,PKG-001,DEL-01-05,Structural: slab-on-grade,1,LS,172000,172000,CAD,RATE_TABLE,SC-04/03,MED,Reconciles to DEL-01-04 B-110,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-120,B-BLD-120,CON.BLD,PKG-001,DEL-01-05,Structural: structural steel,1,LS,256000,256000,CAD,RATE_TABLE,SC-08/10,MED,Reconciles to DEL-01-04 B-120,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-130,B-BLD-130,CON.BLD,PKG-001,DEL-01-05,Structural: metal roof deck,1,LS,70000,70000,CAD,RATE_TABLE,SC-11,MED,Reconciles to DEL-01-04 B-130,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-200,B-BLD-200,CON.BLD,PKG-001,DEL-01-05,Envelope: insulated metal wall panels,1,LS,281000,281000,CAD,RATE_TABLE,BE-01,MED,Reconciles to DEL-01-04 B-200,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-210,B-BLD-210,CON.BLD,PKG-001,DEL-01-05,Envelope: insulated metal roof panels,1,LS,351000,351000,CAD,RATE_TABLE,BE-04,MED,Reconciles to DEL-01-04 B-210,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-220,B-BLD-220,CON.BLD,PKG-001,DEL-01-05,Envelope: glazing and storefronts,1,LS,68000,68000,CAD,RATE_TABLE,BE-09/10,MED,Reconciles to DEL-01-04 B-220,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-230,B-BLD-230,CON.BLD,PKG-001,DEL-01-05,Envelope: doors and hardware,1,LS,50000,50000,CAD,RATE_TABLE,BE-11/12/13,MED,Reconciles to DEL-01-04 B-230,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-240,B-BLD-240,CON.BLD,PKG-001,DEL-01-05,Envelope: sealant and flashing,1,LS,28000,28000,CAD,RATE_TABLE,BE-14/15,MED,Reconciles to DEL-01-04 B-240,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-250,B-BLD-250,CON.BLD,PKG-001,DEL-01-05,Envelope: air/vapour barrier,1,LS,30000,30000,CAD,RATE_TABLE,BE-08,MED,Reconciles to DEL-01-04 B-250,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-300,B-BLD-300,CON.BLD,PKG-001,DEL-01-05,Interior: partitions,1,LS,92000,92000,CAD,RATE_TABLE,IA-01/02/04,MED,Reconciles to DEL-01-04 B-300,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-310,B-BLD-310,CON.BLD,PKG-001,DEL-01-05,Interior: ceilings,1,LS,50000,50000,CAD,RATE_TABLE,IA-05/06/07,MED,Reconciles to DEL-01-04 B-310,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-320,B-BLD-320,CON.BLD,PKG-001,DEL-01-05,Interior: flooring,1,LS,72000,72000,CAD,RATE_TABLE,IA-08/09/10,MED,Reconciles to DEL-01-04 B-320,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-330,B-BLD-330,CON.BLD,PKG-001,DEL-01-05,Interior: painting,1,LS,32000,32000,CAD,RATE_TABLE,IA-12/13/14,MED,Reconciles to DEL-01-04 B-330,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-340,B-BLD-340,CON.BLD,PKG-001,DEL-01-05,Interior: accessibility,1,LS,12000,12000,CAD,RATE_TABLE,IA-15/16/17/18,MED,Reconciles to DEL-01-04 B-340,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-350,B-BLD-350,CON.BLD,PKG-001,DEL-01-05,Interior: millwork/specialties,1,LS,22000,22000,CAD,RATE_TABLE,IA-22/23/24/25,MED,Reconciles to DEL-01-04 B-350,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-400,B-BLD-400,CON.BLD,PKG-001,DEL-01-05,Mechanical: HVAC,1,LS,444000,444000,CAD,RATE_TABLE,MS-01/02/14,MED,Reconciles to DEL-01-04 B-400,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-410,B-BLD-410,CON.BLD,PKG-001,DEL-01-05,Mechanical: plumbing,1,LS,156000,156000,CAD,RATE_TABLE,MS-03/04/11,MED,Reconciles to DEL-01-04 B-410,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-420,B-BLD-420,CON.BLD,PKG-001,DEL-01-05,Mechanical: fire protection,1,LS,108000,108000,CAD,RATE_TABLE,MS-05,LOW,Reconciles to DEL-01-04 B-420,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-430,B-BLD-430,CON.BLD,PKG-001,DEL-01-05,Mechanical: vehicle exhaust,1,LS,100000,100000,CAD,RATE_TABLE,MS-06,MED,Reconciles to DEL-01-04 B-430,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-440,B-BLD-440,CON.BLD,PKG-001,DEL-01-05,Mechanical: shop ventilation,1,LS,44000,44000,CAD,RATE_TABLE,MS-07,MED,Reconciles to DEL-01-04 B-440,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-450,B-BLD-450,CON.BLD,PKG-001,DEL-01-05,Mechanical: BAS,1,LS,72000,72000,CAD,RATE_TABLE,MS-12,MED,Reconciles to DEL-01-04 B-450,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-460,B-BLD-460,CON.BLD,PKG-001,DEL-01-05,Mechanical: cold storage ventilation,1,LS,18000,18000,CAD,RATE_TABLE,MS-13,MED,Reconciles to DEL-01-04 B-460,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-500,B-BLD-500,CON.BLD,PKG-001,DEL-01-05,Equipment: OH doors main (8),1,LS,160000,160000,CAD,RATE_TABLE,EQ-01,MED,Reconciles to DEL-01-04 B-500,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-510,B-BLD-510,CON.BLD,PKG-001,DEL-01-05,Equipment: OH doors cold storage (2),1,LS,27000,27000,CAD,RATE_TABLE,EQ-02,MED,Reconciles to DEL-01-04 B-510,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-520,B-BLD-520,CON.BLD,PKG-001,DEL-01-05,Equipment: person doors cold storage (2),1,LS,4000,4000,CAD,RATE_TABLE,EQ-03,MED,Reconciles to DEL-01-04 B-520,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-530,B-BLD-530,CON.BLD,PKG-001,DEL-01-05,Equipment: generator,1,LS,150000,150000,CAD,RATE_TABLE,EQ-04,LOW,Reconciles to DEL-01-04 B-530,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-540,B-BLD-540,CON.BLD,PKG-001,DEL-01-05,Equipment: bunker gear lockers (40),1,LS,88000,88000,CAD,RATE_TABLE,EQ-06,MED,Reconciles to DEL-01-04 B-540,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-550,B-BLD-550,CON.BLD,PKG-001,DEL-01-05,Equipment: PW lockers (40),1,LS,40000,40000,CAD,RATE_TABLE,EQ-07,MED,Reconciles to DEL-01-04 B-550,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-560,B-BLD-560,CON.BLD,PKG-001,DEL-01-05,Equipment: breathing air compressor,1,LS,55000,55000,CAD,RATE_TABLE,EQ-08,LOW,Reconciles to DEL-01-04 B-560,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-570,B-BLD-570,CON.BLD,PKG-001,DEL-01-05,Equipment: water fill stations (2),1,LS,7000,7000,CAD,RATE_TABLE,EQ-09,MED,Reconciles to DEL-01-04 B-570,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-580,B-BLD-580,CON.BLD,PKG-001,DEL-01-05,Equipment: bay sumps (8),1,LS,36000,36000,CAD,RATE_TABLE,EQ-10,MED,Reconciles to DEL-01-04 B-580,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-590,B-BLD-590,CON.BLD,PKG-001,DEL-01-05,Equipment: bay displays (4),1,LS,10000,10000,CAD,RATE_TABLE,EQ-11,MED,Reconciles to DEL-01-04 B-590,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-595,B-BLD-595,CON.BLD,PKG-001,DEL-01-05,Equipment: PA/paging,1,LS,20000,20000,CAD,RATE_TABLE,EQ-12,MED,Reconciles to DEL-01-04 B-595,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-598,B-BLD-598,CON.BLD,PKG-001,DEL-01-05,Equipment: PW workshop allowance,1,LS,22000,22000,CAD,ALLOWANCE,EQ-13,LOW,Reconciles to DEL-01-04 B-598,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-600,B-BLD-600,CON.BLD,PKG-001,DEL-01-05,Electrical: power distribution,1,LS,294000,294000,CAD,RATE_TABLE,ES-01/02,MED,Reconciles to DEL-01-04 B-600,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-610,B-BLD-610,CON.BLD,PKG-001,DEL-01-05,Electrical: service entrance,1,LS,45000,45000,CAD,RATE_TABLE,ES-14,MED,Reconciles to DEL-01-04 B-610,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-620,B-BLD-620,CON.BLD,PKG-001,DEL-01-05,Electrical: LED lighting,1,LS,132000,132000,CAD,RATE_TABLE,ES-03/04,MED,Reconciles to DEL-01-04 B-620,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-630,B-BLD-630,CON.BLD,PKG-001,DEL-01-05,Electrical: IT/telecom,1,LS,70000,70000,CAD,RATE_TABLE,ES-06/07,MED,Reconciles to DEL-01-04 B-630,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-640,B-BLD-640,CON.BLD,PKG-001,DEL-01-05,Electrical: fire alarm,1,LS,63000,63000,CAD,RATE_TABLE,ES-08,MED,Reconciles to DEL-01-04 B-640,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-650,B-BLD-650,CON.BLD,PKG-001,DEL-01-05,Electrical: emergency lighting,1,LS,45000,45000,CAD,RATE_TABLE,ES-11,MED,Reconciles to DEL-01-04 B-650,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-660,B-BLD-660,CON.BLD,PKG-001,DEL-01-05,Electrical: solar-ready,1,LS,12000,12000,CAD,RATE_TABLE,ES-13,MED,Reconciles to DEL-01-04 B-660,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-670,B-BLD-670,CON.BLD,PKG-001,DEL-01-05,Electrical: cold storage,1,LS,36000,36000,CAD,RATE_TABLE,ES-12,MED,Reconciles to DEL-01-04 B-670,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-700,B-BLD-700,CON.BLD,PKG-001,DEL-01-05,Cold Storage PEMB turnkey,1,LS,288000,288000,CAD,PARAMETRIC,PB-02,MED,Reconciles to DEL-01-04 B-1000,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-710,B-BLD-710,CON.BLD,PKG-001,DEL-01-05,Temporary facilities (18 months),1,LS,81000,81000,CAD,RATE_TABLE,EQ-14,MED,Reconciles to DEL-01-04 B-1010,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-BLD-720,B-BLD-720,CON.BLD,PKG-001,DEL-01-05,Temporary power and lighting,1,LS,12000,12000,CAD,RATE_TABLE,EQ-15,MED,Reconciles to DEL-01-04 B-1020,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-100,B-SIT-100,CON.SIT,PKG-001,DEL-01-05,Sitework: site clearing,1,LS,19000,19000,CAD,RATE_TABLE,EC-01,MED,Reconciles to DEL-01-04 B-700,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-110,B-SIT-110,CON.SIT,PKG-001,DEL-01-05,Sitework: topsoil stripping,1,LS,60000,60000,CAD,RATE_TABLE,EC-02,MED,Reconciles to DEL-01-04 B-710,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-120,B-SIT-120,CON.SIT,PKG-001,DEL-01-05,Sitework: common excavation,1,LS,90000,90000,CAD,RATE_TABLE,EC-03,MED,Reconciles to DEL-01-04 B-720,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-130,B-SIT-130,CON.SIT,PKG-001,DEL-01-05,Sitework: engineered fill,1,LS,180000,180000,CAD,RATE_TABLE,EC-04,MED,Reconciles to DEL-01-04 B-730,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-140,B-SIT-140,CON.SIT,PKG-001,DEL-01-05,Sitework: building pad,1,LS,53000,53000,CAD,RATE_TABLE,EC-05,MED,Reconciles to DEL-01-04 B-740,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-150,B-SIT-150,CON.SIT,PKG-001,DEL-01-05,Sitework: erosion control,1,LS,22000,22000,CAD,RATE_TABLE,EC-07,MED,Reconciles to DEL-01-04 B-750,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-160,B-SIT-160,CON.SIT,PKG-001,DEL-01-05,Sitework: drainage and swales,1,LS,28000,28000,CAD,RATE_TABLE,EC-08,MED,Reconciles to DEL-01-04 B-760,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-170,B-SIT-170,CON.SIT,PKG-001,DEL-01-05,Sitework: topsoil and seeding,1,LS,88000,88000,CAD,RATE_TABLE,EC-09,MED,Reconciles to DEL-01-04 B-770,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-180,B-SIT-180,CON.SIT,PKG-001,DEL-01-05,Sitework: survey and staking,1,LS,12000,12000,CAD,RATE_TABLE,EC-11,MED,Reconciles to DEL-01-04 B-780,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-200,B-SIT-200,CON.SIT,PKG-001,DEL-01-05,Sitework: heavy duty asphalt,1,LS,276000,276000,CAD,RATE_TABLE,PS-01,MED,Reconciles to DEL-01-04 B-800,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-210,B-SIT-210,CON.SIT,PKG-001,DEL-01-05,Sitework: light duty asphalt,1,LS,180000,180000,CAD,RATE_TABLE,PS-02,MED,Reconciles to DEL-01-04 B-810,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-220,B-SIT-220,CON.SIT,PKG-001,DEL-01-05,Sitework: aggregate surfacing,1,LS,90000,90000,CAD,RATE_TABLE,PS-03,MED,Reconciles to DEL-01-04 B-820,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-230,B-SIT-230,CON.SIT,PKG-001,DEL-01-05,Sitework: concrete aprons,1,LS,40000,40000,CAD,RATE_TABLE,PS-04,MED,Reconciles to DEL-01-04 B-830,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-240,B-SIT-240,CON.SIT,PKG-001,DEL-01-05,Sitework: curb and gutter,1,LS,33000,33000,CAD,RATE_TABLE,PS-05,MED,Reconciles to DEL-01-04 B-840,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-250,B-SIT-250,CON.SIT,PKG-001,DEL-01-05,Sitework: sidewalk,1,LS,15000,15000,CAD,RATE_TABLE,PS-06,MED,Reconciles to DEL-01-04 B-850,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-260,B-SIT-260,CON.SIT,PKG-001,DEL-01-05,Sitework: line painting,1,LS,5000,5000,CAD,RATE_TABLE,PS-07/08,MED,Reconciles to DEL-01-04 B-860,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-270,B-SIT-270,CON.SIT,PKG-001,DEL-01-05,Sitework: bollards,1,LS,12000,12000,CAD,RATE_TABLE,PS-09,MED,Reconciles to DEL-01-04 B-870,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-300,B-SIT-300,CON.SIT,PKG-001,DEL-01-05,Sitework: water main,1,LS,49000,49000,CAD,RATE_TABLE,UU-01/02,MED,Reconciles to DEL-01-04 B-900,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-310,B-SIT-310,CON.SIT,PKG-001,DEL-01-05,Sitework: sanitary sewer,1,LS,53000,53000,CAD,RATE_TABLE,UU-03/04,MED,Reconciles to DEL-01-04 B-910,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-320,B-SIT-320,CON.SIT,PKG-001,DEL-01-05,Sitework: storm drainage,1,LS,25000,25000,CAD,RATE_TABLE,UU-05,MED,Reconciles to DEL-01-04 B-920,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-330,B-SIT-330,CON.SIT,PKG-001,DEL-01-05,Sitework: natural gas,1,LS,14000,14000,CAD,RATE_TABLE,UU-06,MED,Reconciles to DEL-01-04 B-930,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-340,B-SIT-340,CON.SIT,PKG-001,DEL-01-05,Sitework: power duct bank,1,LS,24000,24000,CAD,RATE_TABLE,UU-07,MED,Reconciles to DEL-01-04 B-940,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-350,B-SIT-350,CON.SIT,PKG-001,DEL-01-05,Sitework: telecom conduit,1,LS,10000,10000,CAD,RATE_TABLE,UU-08,MED,Reconciles to DEL-01-04 B-950,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::B-SIT-360,B-SIT-360,CON.SIT,PKG-001,DEL-01-05,Sitework: municipal tie-in allowance,1,LS,35000,35000,CAD,ALLOWANCE,UU-12,LOW,Reconciles to DEL-01-04 B-960,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-100,C-100,OPT.WSH,PKG-001,DEL-01-05,Option 1 -- Wash Bay: system,1,LS,95000,95000,CAD,RATE_TABLE,OPT-01,LOW,Sub-component of DEL-01-04 C-100,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-110,C-110,OPT.WSH,PKG-001,DEL-01-05,Option 1 -- Wash Bay: plumbing,1,LS,16000,16000,CAD,RATE_TABLE,OPT-02,LOW,Sub-component of DEL-01-04 C-100,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-120,C-120,OPT.WSH,PKG-001,DEL-01-05,Option 1 -- Wash Bay: environmental,1,LS,12000,12000,CAD,RATE_TABLE,OPT-03,LOW,Sub-component of DEL-01-04 C-100,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-200,C-200,OPT.YLT,PKG-001,DEL-01-05,Option 2 -- Yard Lighting: poles,1,LS,90000,90000,CAD,RATE_TABLE,OPT-04,MED,Sub-component of DEL-01-04 C-200,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-210,C-210,OPT.YLT,PKG-001,DEL-01-05,Option 2 -- Yard Lighting: conduit,1,LS,16000,16000,CAD,RATE_TABLE,OPT-05,MED,Sub-component of DEL-01-04 C-200,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-300,C-300,OPT.ACC,PKG-001,DEL-01-05,Option 3 -- Access Control,1,LS,45000,45000,CAD,RATE_TABLE,OPT-06,LOW,Reconciles to DEL-01-04 C-300,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
DEL-01-05::C-400,C-400,OPT.SEC,PKG-001,DEL-01-05,Option 4 -- Security/Cameras: system,1,LS,50000,50000,CAD,RATE_TABLE,OPT-08,LOW,Sub-component of DEL-01-04 C-400,CONSTRUCTION_PRICING,EST_DEL-01-05_2026-02-18_2359
