relative_path,file_name,parent_dir_1,parent_dir_2,local_folder_max_2_parents,path_depth,file_extension,byte_size,line_count,entry_type,is_probably_binary,is_executable,mode_octal,mtime_local,mtime_epoch,tracked_in_git,top_level_dir,read_error,scope_group
tools/evaluation/verify_digest_coverage.sh,verify_digest_coverage.sh,evaluation,tools,tools/evaluation,2,.sh,1148,45,file,false,true,0o755,2026-03-28T16:41:48.271845-06:00,1774737708.271845,true,tools,,tools
tools/pdf2md/assemble_markdown.py,assemble_markdown.py,pdf2md,tools,tools/pdf2md,2,.py,3361,118,file,false,false,0o644,2026-03-30T20:55:34.637483-06:00,1774925734.637483,true,tools,,tools
tools/pdf2md/postprocess_page.py,postprocess_page.py,pdf2md,tools,tools/pdf2md,2,.py,8258,249,file,false,false,0o644,2026-03-30T20:55:17.117869-06:00,1774925717.117869,true,tools,,tools
tools/pdf2md/rasterize_pdf.py,rasterize_pdf.py,pdf2md,tools,tools/pdf2md,2,.py,4260,146,file,false,false,0o644,2026-03-30T20:54:42.136934-06:00,1774925682.136934,true,tools,,tools
tools/query/count_workspace_state.sh,count_workspace_state.sh,query,tools,tools/query,2,.sh,1364,51,file,false,true,0o755,2026-03-28T16:14:41.900447-06:00,1774736081.900447,true,tools,,tools
tools/query/scan_next_amendment_id.sh,scan_next_amendment_id.sh,query,tools,tools/query,2,.sh,903,31,file,false,true,0o755,2026-03-28T16:46:34.121332-06:00,1774737994.121332,true,tools,,tools
tools/reporting/clean_pdf2md_output.py,clean_pdf2md_output.py,reporting,tools,tools/reporting,2,.py,3929,121,file,false,true,0o755,2026-03-30T20:17:20.222937-06:00,1774923440.222937,true,tools,,tools
tools/reporting/generate_coverage_csv.py,generate_coverage_csv.py,reporting,tools,tools/reporting,2,.py,3898,104,file,false,false,0o644,2026-03-28T16:47:28.071849-06:00,1774738048.071849,true,tools,,tools
tools/reporting/generate_index_md.sh,generate_index_md.sh,reporting,tools,tools/reporting,2,.sh,852,36,file,false,true,0o755,2026-03-28T16:14:34.917262-06:00,1774736074.917262,true,tools,,tools
tools/reporting/generate_wbs_cbs_matrix.py,generate_wbs_cbs_matrix.py,reporting,tools,tools/reporting,2,.py,2749,82,file,false,false,0o644,2026-03-28T16:47:12.941827-06:00,1774738032.941827,true,tools,,tools
tools/reporting/merge_detail_csvs.py,merge_detail_csvs.py,reporting,tools,tools/reporting,2,.py,2686,84,file,false,false,0o644,2026-03-28T16:14:28.959393-06:00,1774736068.959393,true,tools,,tools
tools/reporting/summarize_by_cbs.py,summarize_by_cbs.py,reporting,tools,tools/reporting,2,.py,1891,59,file,false,false,0o644,2026-03-28T16:47:03.401856-06:00,1774738023.401856,true,tools,,tools
tools/reporting/summarize_by_wbs.py,summarize_by_wbs.py,reporting,tools,tools/reporting,2,.py,2553,69,file,false,false,0o644,2026-03-28T16:46:57.185701-06:00,1774738017.185701,true,tools,,tools
tools/scaffolding/create_snapshot_folder.sh,create_snapshot_folder.sh,scaffolding,tools,tools/scaffolding,2,.sh,996,28,file,false,true,0o755,2026-03-28T16:13:22.763985-06:00,1774736002.763985,true,tools,,tools
tools/scaffolding/scaffold_deliverable.sh,scaffold_deliverable.sh,scaffolding,tools,tools/scaffolding,2,.sh,1273,48,file,false,true,0o755,2026-03-28T16:13:15.939746-06:00,1774735995.939746,true,tools,,tools
tools/scaffolding/scaffold_package.sh,scaffold_package.sh,scaffolding,tools,tools/scaffolding,2,.sh,1278,51,file,false,true,0o755,2026-03-28T16:13:10.149530-06:00,1774735990.149530,true,tools,,tools
tools/scaffolding/scaffold_tool_root.sh,scaffold_tool_root.sh,scaffolding,tools,tools/scaffolding,2,.sh,861,31,file,false,true,0o755,2026-03-28T16:13:30.913166-06:00,1774736010.913166,true,tools,,tools
tools/scaffolding/update_latest_pointer.sh,update_latest_pointer.sh,scaffolding,tools,tools/scaffolding,2,.sh,775,26,file,false,true,0o755,2026-03-28T16:13:27.030703-06:00,1774736007.030703,true,tools,,tools
tools/scaffolding/write_status.sh,write_status.sh,scaffolding,tools,tools/scaffolding,2,.sh,1670,52,file,false,true,0o755,2026-03-28T16:13:39.973458-06:00,1774736019.973458,true,tools,,tools
tools/validation/check_four_documents.sh,check_four_documents.sh,validation,tools,tools/validation,2,.sh,1001,43,file,false,true,0o755,2026-03-28T16:46:44.417053-06:00,1774738004.417053,true,tools,,tools
tools/validation/check_min_viable_fileset.sh,check_min_viable_fileset.sh,validation,tools,tools/validation,2,.sh,989,43,file,false,true,0o755,2026-03-28T16:46:41.120665-06:00,1774738001.120665,true,tools,,tools
tools/validation/scan_deliverable_consistency.py,scan_deliverable_consistency.py,validation,tools,tools/validation,2,.py,11815,337,file,false,false,0o644,2026-04-02T12:15:07.930376-06:00,1775153707.930376,true,tools,,tools
tools/validation/validate_dependencies_schema.py,validate_dependencies_schema.py,validation,tools,tools/validation,2,.py,2424,74,file,false,false,0o644,2026-03-28T16:14:18.631136-06:00,1774736058.631136,true,tools,,tools
tools/validation/validate_enum.py,validate_enum.py,validation,tools,tools/validation,2,.py,2782,68,file,false,false,0o644,2026-03-28T16:14:00.293294-06:00,1774736040.293294,true,tools,,tools
tools/validation/validate_id_format.sh,validate_id_format.sh,validation,tools,tools/validation,2,.sh,1164,42,file,false,true,0o755,2026-03-30T22:16:25.285707-06:00,1774930585.285707,true,tools,,tools
tools/validation/validate_skill_metadata.py,validate_skill_metadata.py,validation,tools,tools/validation,2,.py,10145,296,file,false,false,0o644,2026-04-03T23:45:30.155363-06:00,1775281530.155363,true,tools,,tools
